"date_time","durafet_temp","p_h","logger","durafet"
2023-04-12 15:40:00,4.87478553394099,8.84051396624944,"arduino","green"
2023-04-12 15:40:15,5.12452607719603,8.83257525043768,"arduino","green"
2023-04-12 15:40:30,5.3804303976021,8.82456701466348,"arduino","green"
2023-04-12 15:40:45,5.64863130084612,8.81532228685026,"arduino","green"
2023-04-12 15:41:00,6.26050901143607,8.7805394314701,"arduino","green"
2023-04-12 15:41:15,6.6751288246913,8.77283551325798,"arduino","green"
2023-04-12 15:41:30,6.89208970410326,8.77264290205792,"arduino","green"
2023-04-12 15:41:45,7.12106443191068,8.77031256928304,"arduino","green"
2023-04-12 15:42:00,7.39161103426251,8.76491853430974,"arduino","green"
2023-04-12 15:42:15,7.66592239949538,8.75858766892357,"arduino","green"
2023-04-12 15:42:30,7.94743533863408,8.75145688348472,"arduino","green"
2023-04-12 15:42:45,8.1992038837851,8.74473200860397,"arduino","green"
2023-04-12 15:43:00,8.46448686972425,8.73784168597403,"arduino","green"
2023-04-12 15:43:15,8.71255761939266,8.73136853998948,"arduino","green"
2023-04-12 15:43:30,8.96026008114419,8.72419699790862,"arduino","green"
2023-04-12 15:43:45,9.20398303983475,8.71816082637649,"arduino","green"
2023-04-12 15:44:00,9.45073194568752,8.71102571912897,"arduino","green"
2023-04-12 15:44:15,9.68965098093158,8.70453905464977,"arduino","green"
2023-04-12 15:44:30,9.92778471734366,8.69825152530841,"arduino","green"
2023-04-12 15:44:45,10.1837237455476,8.69103355214837,"arduino","green"
2023-04-12 15:45:00,10.4165307033158,8.68519224955281,"arduino","green"
2023-04-12 15:45:15,10.6559036486549,8.67945390870386,"arduino","green"
2023-04-12 15:45:30,10.8953811879845,8.67354647078866,"arduino","green"
2023-04-12 15:45:45,11.1160158341587,8.66735758028421,"arduino","green"
2023-04-12 15:46:00,11.3362492640402,8.66242348668673,"arduino","green"
2023-04-12 15:46:15,11.5672580662701,8.65612102920834,"arduino","green"
2023-04-12 15:46:30,11.7840986551148,8.65000829574572,"arduino","green"
2023-04-12 15:46:45,11.9872982831152,8.64478428245311,"arduino","green"
2023-04-12 15:47:00,12.204952895404,8.63973859379432,"arduino","green"
2023-04-12 15:47:15,12.4124650714901,8.6350047647545,"arduino","green"
2023-04-12 15:47:30,12.6094924106659,8.62970408248772,"arduino","green"
2023-04-12 15:47:45,12.8210509129537,8.62546221157076,"arduino","green"
2023-04-12 15:48:00,13.0094087075546,8.62081249798137,"arduino","green"
2023-04-12 15:48:15,13.2123722402561,8.6149305224278,"arduino","green"
2023-04-12 15:48:30,13.3911024427494,8.61058993169568,"arduino","green"
2023-04-12 15:48:45,13.5802602556031,8.60542197437715,"arduino","green"
2023-04-12 15:49:00,13.7421275943159,8.60182920548767,"arduino","green"
2023-04-12 15:49:15,13.9332588945276,8.59717554841913,"arduino","green"
2023-04-12 15:49:30,14.0995186807793,8.59353749982216,"arduino","green"
2023-04-12 15:49:45,14.2816944486258,8.5890057207104,"arduino","green"
2023-04-12 15:50:00,14.4424470755612,8.58544469688956,"arduino","green"
2023-04-12 15:50:15,14.6137765432529,8.58053149682995,"arduino","green"
2023-04-12 15:50:30,14.777181194576,8.57694673173082,"arduino","green"
2023-04-12 15:50:45,14.923012260575,8.57305674243718,"arduino","green"
2023-04-12 15:51:00,15.084163024551,8.5693328091776,"arduino","green"
2023-04-12 15:51:15,15.2370044046528,8.56588938644524,"arduino","green"
2023-04-12 15:51:30,15.3861671328285,8.56179584620256,"arduino","green"
2023-04-12 15:51:45,15.5015900628383,8.55933992675896,"arduino","green"
2023-04-12 15:52:00,15.651647688001,8.55541713506951,"arduino","green"
2023-04-12 15:52:15,15.8106860663744,8.55121486450345,"arduino","green"
2023-04-12 15:52:30,15.9492049671821,8.54848645003109,"arduino","green"
2023-04-12 15:52:45,16.0489999490488,8.5455330189739,"arduino","green"
2023-04-12 15:53:00,16.1732100982085,8.54246023276585,"arduino","green"
2023-04-12 15:53:15,16.2981760302558,8.5388585896902,"arduino","green"
2023-04-12 15:53:30,16.4239065329745,8.53612104207696,"arduino","green"
2023-04-12 15:53:45,16.5504105449081,8.53355050997295,"arduino","green"
2023-04-12 15:54:00,16.6776971587867,8.53045112258911,"arduino","green"
2023-04-12 15:54:15,16.8212346634338,8.52698520032229,"arduino","green"
2023-04-12 15:54:30,16.9036506352613,8.52443056247147,"arduino","green"
2023-04-12 15:54:45,17.0019926474303,8.52168625157176,"arduino","green"
2023-04-12 15:55:00,17.1164513682699,8.51961876661219,"arduino","green"
2023-04-12 15:55:15,17.2315486051053,8.51667746882426,"arduino","green"
2023-04-12 15:55:30,17.3472911577824,8.51425125468815,"arduino","green"
2023-04-12 15:55:45,17.4424744193391,8.51137888237217,"arduino","green"
2023-04-12 15:56:00,17.543423548039,8.51017331959749,"arduino","green"
2023-04-12 15:56:15,17.6609311211849,8.50669143109359,"arduino","green"
2023-04-12 15:56:30,17.7468123948294,8.50410864857293,"arduino","green"
2023-04-12 15:56:45,17.8438567343378,8.50174098156099,"arduino","green"
2023-04-12 15:57:00,17.9305018788394,8.49915220459217,"arduino","green"
2023-04-12 15:57:15,18.0338659304168,8.4974049787487,"arduino","green"
2023-04-12 15:57:30,18.1158348625234,8.49470161723782,"arduino","green"
2023-04-12 15:57:45,18.2201295531794,8.49294605232041,"arduino","green"
2023-04-12 15:58:00,18.3358999002351,8.49053716092342,"arduino","green"
2023-04-12 15:58:15,18.3747890610857,8.48903956942794,"arduino","green"
2023-04-12 15:58:30,18.4469888688792,8.48714852799514,"arduino","green"
2023-04-12 15:58:45,18.5473740340982,8.48475273152198,"arduino","green"
2023-04-12 15:59:00,18.6201772755385,8.4833749479414,"arduino","green"
2023-04-12 15:59:15,18.7044991193453,8.48134395064344,"arduino","green"
2023-04-12 15:59:30,18.7778556809016,8.47892539953293,"arduino","green"
2023-04-12 15:59:45,18.8684972651953,8.47716757279613,"arduino","green"
2023-04-12 16:00:00,18.9196572045592,8.47553014203877,"arduino","green"
2023-04-12 16:00:15,19.0109198263841,8.47342191826503,"arduino","green"
2023-04-12 16:00:30,19.0796302365326,8.47157982836058,"arduino","green"
2023-04-12 16:00:45,19.1543231558624,8.47070291036447,"arduino","green"
2023-04-12 16:01:00,19.2235088997168,8.46937391808388,"arduino","green"
2023-04-12 16:01:15,19.2755493166122,8.46755717151456,"arduino","green"
2023-04-12 16:01:30,19.3509488378252,8.46563978051661,"arduino","green"
