Date,Time,J1 diff (mV),J1 oversampled (mV),J2+ (mV),J3 diff (mV),J4 oversampled (mV), J4 (mV), J4+ (mV),J4- (mV), J4+ oversampled (mV),J4- oversampled (mV),Coin battery (mV)
12/19/22,10:55:04,104,103.89,34,-36,7.24,7.12,58.72,51.59,58.88,51.64,190
12/19/22,10:55:09,103.97,103.91,34,-36,7.23,7.06,58.72,51.66,58.92,51.69,192
12/19/22,10:55:14,103.78,103.91,34,-36,7.2,7.03,58.63,51.59,58.83,51.63,190
12/19/22,10:55:19,103.91,103.91,34,-36,7.17,7.06,58.69,51.63,58.86,51.69,188
12/19/22,10:55:24,103.81,103.92,34,-36,7.14,6.97,58.56,51.59,58.78,51.63,188
12/19/22,10:55:29,103.97,103.93,34,-36,7.12,7,58.66,51.66,58.81,51.69,188
12/19/22,10:55:34,103.87,103.95,34,-36,7.09,6.97,58.56,51.59,58.72,51.63,188
12/19/22,10:55:39,103.87,103.96,34,-36,7.07,6.97,58.59,51.63,58.75,51.68,190
12/19/22,10:55:44,104.12,103.96,34,-36,7.04,6.87,58.5,51.63,58.67,51.63,186
12/19/22,10:55:49,104.03,103.97,34,-36,7.02,6.84,58.5,51.66,58.7,51.68,188
12/19/22,10:55:54,103.81,103.97,34,-36,7,6.84,58.44,51.59,58.62,51.63,190
12/19/22,10:55:59,103.94,103.99,34,-36,6.97,6.84,58.47,51.63,58.65,51.68,190
12/19/22,10:56:04,103.94,104,34,-36,6.95,6.81,58.38,51.56,58.57,51.63,188
12/19/22,10:56:09,104,104.01,34,-36,6.92,6.75,58.41,51.66,58.6,51.68,188
12/19/22,10:56:14,104.12,103.99,34,-36,6.89,6.72,58.31,51.59,58.52,51.63,186
12/19/22,10:56:19,104.09,103.99,34,-36,6.87,6.72,58.38,51.66,58.55,51.68,188
12/19/22,10:56:24,104,103.97,34,-36,6.84,6.69,58.25,51.56,58.46,51.62,188
12/19/22,10:56:29,104,103.97,34,-36,6.82,6.62,58.25,51.63,58.5,51.68,188
12/19/22,10:56:34,104,103.98,34,-36,6.8,6.66,58.25,51.59,58.42,51.62,190
12/19/22,10:56:39,104.03,103.99,34,-36,6.77,6.59,58.25,51.66,58.45,51.68,190
12/19/22,10:56:44,103.97,103.98,34,-36,6.74,6.53,58.16,51.63,58.37,51.63,188
12/19/22,10:56:49,104.12,103.98,34,-36,6.73,6.59,58.22,51.63,58.4,51.67,188
12/19/22,10:56:54,103.97,103.97,34,-36,6.7,6.5,58.09,51.59,58.32,51.62,190
12/19/22,10:56:59,103.91,103.97,34,-36,6.68,6.56,58.19,51.63,58.35,51.68,190
12/19/22,10:57:04,104.03,103.98,34,-36,6.66,6.53,58.13,51.59,58.28,51.62,188
12/19/22,10:57:09,103.94,103.97,34,-36,6.64,6.47,58.09,51.63,58.31,51.68,190
12/19/22,10:57:14,103.97,104.01,34,-36,6.61,6.41,58,51.59,58.23,51.62,188
12/19/22,10:57:19,104,103.98,34,-36,6.6,6.41,58.06,51.66,58.27,51.67,188
12/19/22,10:57:24,103.94,103.95,34,-36,6.58,6.47,58.06,51.59,58.19,51.62,188
12/19/22,10:57:29,103.97,103.99,34,-36,6.55,6.41,58.03,51.63,58.23,51.67,190
12/19/22,10:57:34,103.84,103.98,34,-36,6.53,6.34,57.94,51.59,58.15,51.62,188
12/19/22,10:57:39,103.97,103.98,34,-36,6.52,6.34,58,51.66,58.19,51.67,188
12/19/22,10:57:44,103.94,103.99,34,-36,6.5,6.31,57.88,51.56,58.11,51.61,190
12/19/22,10:57:49,104.03,103.98,34,-36,6.47,6.34,57.97,51.63,58.14,51.67,188
12/19/22,10:57:54,104,103.98,34,-36,6.45,6.34,57.91,51.56,58.07,51.62,188
12/19/22,10:57:59,104.03,103.98,34,-36,6.43,6.28,57.91,51.63,58.1,51.67,190
12/19/22,10:58:04,104.06,103.98,34,-36,6.42,6.25,57.84,51.59,58.03,51.61,188
12/19/22,10:58:09,104,103.99,34,-36,6.4,6.28,57.91,51.63,58.07,51.67,188
12/19/22,10:58:14,104.06,104.01,34,-36,6.38,6.25,57.84,51.59,57.99,51.61,190
12/19/22,10:58:19,103.97,104.01,34,-36,6.37,6.19,57.84,51.66,58.03,51.67,190
12/19/22,10:58:24,104.03,103.99,34,-36,6.35,6.16,57.75,51.59,57.96,51.61,188
12/19/22,10:58:29,103.94,104,34,-36,6.32,6.19,57.81,51.63,57.99,51.67,188
