"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 15:17:49,18.1217746024951,0.10996,8.31215335166075,291.271774602495,0.0577938926693794,-0.375908333302495,8.40691482890752,-0.0947614772467684,0.0154612733106383,0.00017874056156586,0,"arduino","-5"
