"period","logger","mean_temp","sd_temp","mean_ph","sd_ph","mean_diff_t","sd_diff_t","mean_diff_p","sd_diff_p"
"1","Madgetech-1",-20.4793360169492,0.420585399545534,74.4984625423729,0.369284087158386,0.0493399999999999,0.0318212044384698,-31.5656450847458,0.0720683842004899
"1","Madgetech-2",-20.5339452765957,0.442295892024732,106.060525531915,0.304953661350338,-0.0563922553191489,0.0265461676781427,31.5602819574468,0.0746487883214554
"2","Madgetech-1",-20.9822908256881,0.0315224051729326,106.301502385321,0.21626017796415,0.120951743119266,0.0189197299716723,32.2992836697248,0.221401819068706
"2","Madgetech-2",-21.1030034703196,0.0239872498014935,74.0024632876712,0.0307506390500376,-0.120648493150685,0.019277394828885,-32.3015085844749,0.224353781907602
