"logger","mean","sd","mean_diff","sd_diff"
"arduino",23.8337727807761,0.612712492122727,-0.0240515332127279,0.576313212018785
"madgetech",23.3282034799419,0.15479357025686,0.481517767621432,0.117597133564384
