"date_time","logger","durafet","v1","v2","v3","v4","durafet_temp","p_h","hobo_temp","diff_temp"
2023-04-11 15:00:15,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.861,0.6975643622016
2023-04-11 15:00:15,"madgetech","red",74.16578,35.8329,-35.61524,-21.01478,23.2247230390502,7.61653017692415,23.861,0.6362769609498
2023-04-11 15:00:30,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.871,0.707564362201598
2023-04-11 15:00:30,"madgetech","red",74.17686,35.83342,-35.61412,-21.01412,23.2240627081058,7.61672433311763,23.871,0.646937291894197
2023-04-11 15:00:45,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.871,0.707564362201598
2023-04-11 15:00:45,"madgetech","red",74.19782,35.83346,-35.61456,-21.013,23.2232802611139,7.61708756172168,23.871,0.647719738886099
2023-04-11 15:01:00,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.861,0.6975643622016
2023-04-11 15:01:00,"madgetech","red",74.18036,35.8335,-35.61462,-21.01342,23.2235516048589,7.61678829457316,23.861,0.637448395141099
2023-04-11 15:01:15,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.861,0.6975643622016
2023-04-11 15:01:15,"madgetech","red",74.16668,35.8331,-35.614,-21.012,23.2227404485767,7.6165627183147,23.861,0.6382595514233
2023-04-11 15:01:30,"arduino","green",106.56,36,34,-19.28,23.1634356377984,8.71546829924221,23.85,0.686564362201601
2023-04-11 15:01:30,"madgetech","red",74.19762,35.83394,-35.61372,-21.01086,23.2216234148502,7.61709856865042,23.85,0.628376585149802
2023-04-11 15:01:45,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.871,0.707564362201598
2023-04-11 15:01:45,"madgetech","red",74.20586,35.83368,-35.61388,-21.0104,23.2214129872013,7.61724052087248,23.871,0.649587012798698
2023-04-11 15:02:00,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.861,0.6975643622016
2023-04-11 15:02:00,"madgetech","red",74.20536,35.8331,-35.614,-21.00962,23.2211119863982,7.61723463596142,23.861,0.639888013601801
2023-04-11 15:02:15,"arduino","green",106.56,36,34,-19.28,23.1634356377984,8.71546829924221,23.85,0.686564362201601
2023-04-11 15:02:15,"madgetech","red",74.20824,35.833,-35.6134,-21.01068,23.2218773707865,7.61727695451486,23.85,0.6281226292135
2023-04-11 15:02:30,"arduino","green",106.56,36,34,-19.28,23.1634356377984,8.71546829924221,23.871,0.707564362201598
2023-04-11 15:02:30,"madgetech","red",74.16932,35.8331,-35.61428,-21.01082,23.2219330429217,7.61661463157004,23.871,0.649066957078297
2023-04-11 15:02:45,"arduino","green",106.53,36,34,-19.31,23.1843370802591,8.71469882681263,23.861,0.676662919740902
2023-04-11 15:02:45,"madgetech","red",74.20878,35.83314,-35.6129,-21.01198,23.2227107140032,7.61727888998086,23.861,0.638289285996802
2023-04-11 15:03:00,"arduino","green",106.53,36,33.5,-19.28,23.1634356377984,8.71495804530387,23.871,0.707564362201598
2023-04-11 15:03:00,"madgetech","red",74.21206,35.83246,-35.61368,-21.0127,23.2234762468651,7.61732800890808,23.871,0.647523753134898
2023-04-11 15:03:15,"arduino","green",106.53,36,34,-19.31,23.1843370802591,8.71469882681263,23.85,0.665662919740903
2023-04-11 15:03:15,"madgetech","red",74.21386,35.83228,-35.61352,-21.0121,23.2231379021866,7.61736156048576,23.85,0.626862097813401
2023-04-11 15:03:30,"arduino","green",106.5,36,34,-19.28,23.1634356377984,8.71444779136553,23.85,0.686564362201601
2023-04-11 15:03:30,"madgetech","red",74.2179,35.83178,-35.61334,-21.01294,23.2239133612111,7.61742351659582,23.85,0.626086638788902
2023-04-11 15:03:45,"arduino","green",106.5,36,34,-19.31,23.1843370802591,8.71418860886419,23.85,0.665662919740903
2023-04-11 15:03:45,"madgetech","red",74.21752,35.8328,-35.614,-21.01298,23.2235314133907,7.61742037652394,23.85,0.626468586609302
2023-04-11 15:04:00,"arduino","green",106.53,36,33.75,-19.28,23.1634356377984,8.71495804530387,23.85,0.686564362201601
2023-04-11 15:04:00,"madgetech","red",74.23824,35.83334,-35.61362,-21.01214,23.2227399473958,7.6177796048523,23.85,0.6272600526042
2023-04-11 15:04:15,"arduino","green",106.5,36,34,-19.31,23.1843370802591,8.71418860886419,23.85,0.665662919740903
2023-04-11 15:04:15,"madgetech","red",74.20038,35.83234,-35.61382,-21.01276,23.2235654586464,7.61712861449242,23.85,0.6264345413536
2023-04-11 15:04:30,"arduino","green",106.53,36,33.75,-19.28,23.1634356377984,8.71495804530387,23.828,0.664564362201599
2023-04-11 15:04:30,"madgetech","red",74.19802,35.83268,-35.61366,-21.01128,23.2224163028636,7.61709847570823,23.828,0.6055836971364
2023-04-11 15:04:45,"arduino","green",106.56,36,34,-19.28,23.1634356377984,8.71546829924221,23.839,0.675564362201598
2023-04-11 15:04:45,"madgetech","red",74.2576,35.83252,-35.6133,-21.0112,23.2224257589536,7.61811155609882,23.839,0.616574241046397
2023-04-11 15:05:00,"arduino","green",106.56,36,34,-19.28,23.1634356377984,8.71546829924221,23.85,0.686564362201601
2023-04-11 15:05:00,"madgetech","red",74.22172,35.8317,-35.61268,-21.0105,23.2222757844692,7.61750271824213,23.85,0.627724215530801
2023-04-11 15:05:15,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.85,0.686564362201601
2023-04-11 15:05:15,"madgetech","red",74.24186,35.83224,-35.6132,-21.00936,23.2212790960099,7.61785387048335,23.85,0.6287209039901
2023-04-11 15:05:30,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.85,0.686564362201601
2023-04-11 15:05:30,"madgetech","red",74.21432,35.83188,-35.6131,-21.00724,23.2199729997897,7.61739690799313,23.85,0.630027000210301
2023-04-11 15:05:45,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.839,0.675564362201598
2023-04-11 15:05:45,"madgetech","red",74.22062,35.83232,-35.61314,-21.00502,23.2182777151744,7.61751878564185,23.839,0.6207222848256
2023-04-11 15:06:00,"arduino","green",106.53,36,34,-19.31,23.1843370802591,8.71469882681263,23.839,0.6546629197409
2023-04-11 15:06:00,"madgetech","red",74.25538,35.83272,-35.61372,-21.00194,23.2160103819413,7.61812961541934,23.839,0.6229896180587
2023-04-11 15:06:15,"arduino","green",106.53,36,33.5,-19.28,23.1634356377984,8.71495804530387,23.839,0.675564362201598
2023-04-11 15:06:15,"madgetech","red",74.25144,35.83142,-35.61268,-20.99862,23.2142606106834,7.61807783612224,23.839,0.624739389316598
2023-04-11 15:06:30,"arduino","green",106.56,36,34,-19.31,23.1843370802591,8.71520904476107,23.839,0.6546629197409
2023-04-11 15:06:30,"madgetech","red",74.28958,35.83232,-35.61318,-20.99474,23.2112462606497,7.61875265812221,23.839,0.6277537393503
2023-04-11 15:06:45,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.828,0.664564362201599
2023-04-11 15:06:45,"madgetech","red",74.26648,35.83128,-35.6133,-20.99116,23.2092147658736,7.61837750133607,23.828,0.618785234126399
2023-04-11 15:07:00,"arduino","green",106.56,36,34,-19.31,23.1843370802591,8.71520904476107,23.839,0.6546629197409
2023-04-11 15:07:00,"madgetech","red",74.27788,35.83146,-35.61346,-20.9881,23.2070502955952,7.61859020190172,23.839,0.6319497044048
2023-04-11 15:07:15,"arduino","green",106.56,36,34,-19.28,23.1634356377984,8.71546829924221,23.839,0.675564362201598
2023-04-11 15:07:15,"madgetech","red",74.2857,35.83214,-35.61234,-20.98528,23.2048499688527,7.61874233581362,23.839,0.6341500311473
2023-04-11 15:07:30,"arduino","green",106.56,36,33.75,-19.28,23.1634356377984,8.71546829924221,23.818,0.654564362201601
2023-04-11 15:07:30,"madgetech","red",74.2676,35.83154,-35.61246,-20.98262,23.2032717206134,7.61844825811304,23.818,0.6147282793866
2023-04-11 15:07:45,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.828,0.664564362201599
2023-04-11 15:07:45,"madgetech","red",74.23836,35.83166,-35.61348,-20.98072,23.2019248758637,7.61796271433876,23.828,0.6260751241363
2023-04-11 15:08:00,"arduino","green",106.56,36,33.75,-19.28,23.1634356377984,8.71546829924221,23.818,0.654564362201601
2023-04-11 15:08:00,"madgetech","red",74.2352,35.83154,-35.61232,-20.97874,23.2006194955832,7.61792033059542,23.818,0.617380504416801
2023-04-11 15:08:15,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.818,0.654564362201601
2023-04-11 15:08:15,"madgetech","red",74.29008,35.83168,-35.61224,-20.9775,23.1997159324534,7.61886150137491,23.818,0.6182840675466
2023-04-11 15:08:30,"arduino","green",106.53,36,34.25,-19.28,23.1634356377984,8.71495804530387,23.839,0.675564362201598
2023-04-11 15:08:30,"madgetech","red",74.25966,35.8317,-35.61162,-20.97494,23.1979582925484,7.61835946035317,23.839,0.641041707451599
2023-04-11 15:08:45,"arduino","green",106.5,36,34,-19.28,23.1634356377984,8.71444779136553,23.818,0.654564362201601
2023-04-11 15:08:45,"madgetech","red",74.26992,35.83092,-35.61248,-20.97278,23.1967941555609,7.61854407674951,23.818,0.6212058444391
2023-04-11 15:09:00,"arduino","green",106.56,36,33.5,-19.28,23.1634356377984,8.71546829924221,23.828,0.664564362201599
2023-04-11 15:09:00,"madgetech","red",74.29958,35.83152,-35.61178,-20.97058,23.1950507849065,7.61906366428991,23.828,0.6329492150935
2023-04-11 15:09:15,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.818,0.654564362201601
2023-04-11 15:09:15,"madgetech","red",74.297,35.83156,-35.61226,-20.96946,23.1942694816058,7.61902658707639,23.818,0.623730518394201
2023-04-11 15:09:30,"arduino","green",106.53,36,34,-19.28,23.1634356377984,8.71495804530387,23.828,0.664564362201599
