"logger","mean","sd","mean_diff","sd_diff"
"arduino",22.0406079829288,0.0539732647769105,1.76911326463454,0.0277958171275626
"madgetech",23.1259073843955,0.051198729852574,0.683813863167875,0.0822990808102836
