"durafet","minT","maxT","meanT","sdT","minP","maxP","meanP","sdP"
"green",-0.559083788713542,23.5932316953061,14.3895419086981,9.47006449437398,8.13214712917016,9.4845997025851,8.72736199583284,0.353114491098922
"red",-0.0196679992117731,24.8176592906918,17.7184118506381,7.09412630606721,7.25747502004483,8.36957281494612,7.74303714111416,0.206067410272673
