"logger","mean","sd","mean_diff","sd_diff"
"arduino",-0.0498977588347144,0.330691621646225,4.51252275883471,0.161983145006272
"madgetech",0.724194179231752,0.228073737849432,3.73869748743492,0.189182328359602
