"durafet","minT","maxT","meanT","sdT","minP","maxP","meanP","sdP"
"green",-0.575743681936413,23.5378784929925,14.3506918768097,9.45491862605482,8.13649239165089,9.48897609900896,8.73173635949218,0.353115650745713
"red",-0.0366549589712492,24.7608342521785,17.6759636680586,7.08302286536286,7.26165353874165,8.37387654392289,7.747274448796,0.206093873440237
