"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2023-04-11 15:44:45,21.5775758494478,0.10637,8.20132719019375,294.727575849448,0.0584795897528872,-0.379364134549448,8.3060455212148,-0.104718331021049,0,0,-0.00157542791544074,"arduino","ideal"
