"date_time","durafet_temp","p_h","logger","durafet"
2023-04-12 17:18:00,24.6932744663461,7.27229972155934,"arduino","red"
2023-04-12 17:18:15,24.715045059376,7.27162895757661,"arduino","red"
2023-04-12 17:18:30,24.6932744663461,7.27128445540778,"arduino","red"
2023-04-12 17:18:45,24.715045059376,7.27112136160311,"arduino","red"
2023-04-12 17:19:00,24.6932744663461,7.26976155618044,"arduino","red"
2023-04-12 17:19:15,24.715045059376,7.26909097770912,"arduino","red"
2023-04-12 17:19:30,24.6932744663461,7.26806944592784,"arduino","red"
2023-04-12 17:19:45,24.715045059376,7.26790658710429,"arduino","red"
2023-04-12 17:20:00,24.6932744663461,7.26756181285206,"arduino","red"
2023-04-12 17:20:15,24.715045059376,7.2663837991838,"arduino","red"
2023-04-12 17:20:30,24.715045059376,7.2668913951573,"arduino","red"
2023-04-12 17:20:45,24.6932744663461,7.26705417977628,"arduino","red"
2023-04-12 17:21:00,24.715045059376,7.2668913951573,"arduino","red"
2023-04-12 17:21:15,24.6932744663461,7.2665465467005,"arduino","red"
2023-04-12 17:21:30,24.715045059376,7.2663837991838,"arduino","red"
2023-04-12 17:21:45,24.715045059376,7.2663837991838,"arduino","red"
2023-04-12 17:22:00,24.715045059376,7.2663837991838,"arduino","red"
2023-04-12 17:22:15,24.7368374337122,7.2662209126635,"arduino","red"
2023-04-12 17:22:30,24.715045059376,7.2658762032103,"arduino","red"
2023-04-12 17:22:45,24.7368374337122,7.26520579498445,"arduino","red"
2023-04-12 17:23:00,24.715045059376,7.26486101126331,"arduino","red"
2023-04-12 17:23:15,24.7368374337122,7.26520579498445,"arduino","red"
2023-04-12 17:23:30,24.715045059376,7.2658762032103,"arduino","red"
2023-04-12 17:23:45,24.715045059376,7.26536860723681,"arduino","red"
2023-04-12 17:24:00,24.715045059376,7.26486101126331,"arduino","red"
2023-04-12 17:24:15,24.715045059376,7.2658762032103,"arduino","red"
2023-04-12 17:24:30,24.715045059376,7.2658762032103,"arduino","red"
2023-04-12 17:24:45,24.715045059376,7.2658762032103,"arduino","red"
2023-04-12 17:25:00,24.715045059376,7.26536860723681,"arduino","red"
2023-04-12 17:25:15,24.7368374337122,7.26469823614493,"arduino","red"
2023-04-12 17:25:30,24.715045059376,7.26536860723681,"arduino","red"
2023-04-12 17:25:45,24.715045059376,7.26486101126331,"arduino","red"
2023-04-12 17:26:00,24.7441064059152,7.26345967180127,"arduino","red"
2023-04-12 17:26:15,24.7441064059152,7.26345967180127,"arduino","red"
2023-04-12 17:26:30,24.7441064059152,7.26295212534679,"arduino","red"
2023-04-12 17:26:45,24.7441064059152,7.26295212534679,"arduino","red"
2023-04-12 17:27:00,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:27:15,24.715045059376,7.26266142871149,"arduino","red"
2023-04-12 17:27:30,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:27:45,24.7368374337122,7.26249881450699,"arduino","red"
2023-04-12 17:28:00,24.7441064059152,7.2624445788923,"arduino","red"
2023-04-12 17:28:15,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:28:30,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:28:45,24.7659278862478,7.26177427000488,"arduino","red"
2023-04-12 17:29:00,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:29:15,24.7441064059152,7.2624445788923,"arduino","red"
2023-04-12 17:29:30,24.7441064059152,7.2624445788923,"arduino","red"
2023-04-12 17:29:45,24.715045059376,7.26266142871149,"arduino","red"
2023-04-12 17:30:00,24.7441064059152,7.26295212534679,"arduino","red"
2023-04-12 17:30:15,24.7368374337122,7.26249881450699,"arduino","red"
2023-04-12 17:30:30,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:30:45,24.715045059376,7.26215383273799,"arduino","red"
2023-04-12 17:31:00,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:31:15,24.7368374337122,7.26249881450699,"arduino","red"
2023-04-12 17:31:30,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:31:45,24.7441064059152,7.26142948598334,"arduino","red"
2023-04-12 17:32:00,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:32:15,24.7659278862478,7.26177427000488,"arduino","red"
2023-04-12 17:32:30,24.7441064059152,7.2624445788923,"arduino","red"
2023-04-12 17:32:45,24.7659278862478,7.26228177928306,"arduino","red"
2023-04-12 17:33:00,24.7441064059152,7.26295212534679,"arduino","red"
2023-04-12 17:33:15,24.7659278862478,7.26228177928306,"arduino","red"
2023-04-12 17:33:30,24.7441064059152,7.26295212534679,"arduino","red"
2023-04-12 17:33:45,24.7659278862478,7.26177427000488,"arduino","red"
2023-04-12 17:34:00,24.7441064059152,7.2624445788923,"arduino","red"
2023-04-12 17:34:15,24.7659278862478,7.26228177928306,"arduino","red"
2023-04-12 17:34:30,24.7441064059152,7.2624445788923,"arduino","red"
2023-04-12 17:34:45,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:35:00,24.7441064059152,7.26193703243782,"arduino","red"
2023-04-12 17:35:15,24.7659278862478,7.26177427000488,"arduino","red"
2023-04-12 17:35:30,24.7659278862478,7.26177427000488,"arduino","red"
2023-04-12 17:35:45,24.7659278862478,7.26228177928306,"arduino","red"
2023-04-12 17:36:00,24.7659278862478,7.26177427000488,"arduino","red"
2023-04-12 17:36:15,24.7659278862478,7.26228177928306,"arduino","red"
