"date_time","durafet_temp","p_h","logger","durafet"
2023-04-10 22:10:00,20.2381886144701,8.2827177079729,"madgetech","green"
2023-04-10 22:10:05,20.2381039505277,8.28247540254207,"madgetech","green"
2023-04-10 22:10:10,20.2376562371484,8.2829400362677,"madgetech","green"
2023-04-10 22:10:15,20.2373977583517,8.28256325759257,"madgetech","green"
2023-04-10 22:10:20,20.2368979414378,8.28283092011076,"madgetech","green"
2023-04-10 22:10:25,20.237521336625,8.28300405569644,"madgetech","green"
2023-04-10 22:10:30,20.2364909095795,8.28264955174011,"madgetech","green"
2023-04-10 22:10:35,20.2365349533703,8.28217082535175,"madgetech","green"
2023-04-10 22:10:40,20.2360622531443,8.28255671768065,"madgetech","green"
2023-04-10 22:10:45,20.2359862060639,8.28255446613757,"madgetech","green"
2023-04-10 22:10:50,20.2358535963656,8.28239067769478,"madgetech","green"
2023-04-10 22:10:55,20.235314244452,8.2824402713928,"madgetech","green"
2023-04-10 22:11:00,20.235389244387,8.28267925031341,"madgetech","green"
2023-04-10 22:11:05,20.2344098138288,8.28291476794628,"madgetech","green"
2023-04-10 22:11:10,20.2345456359863,8.28252606854076,"madgetech","green"
2023-04-10 22:11:15,20.234547291161,8.28240786380492,"madgetech","green"
2023-04-10 22:11:20,20.2345022105874,8.2825004375464,"madgetech","green"
2023-04-10 22:11:25,20.2340046733055,8.28237606874021,"madgetech","green"
2023-04-10 22:11:30,20.2342704802926,8.28282320187599,"madgetech","green"
2023-04-10 22:11:35,20.2342608353106,8.28290404639855,"madgetech","green"
2023-04-10 22:11:40,20.2338126652381,8.28301825449391,"madgetech","green"
2023-04-10 22:11:45,20.2336679944332,8.28315212675635,"madgetech","green"
2023-04-10 22:11:50,20.2333958846798,8.28325133353857,"madgetech","green"
2023-04-10 22:11:55,20.232766097894,8.28353108843282,"madgetech","green"
2023-04-10 22:12:00,20.2324585747022,8.28374956183995,"madgetech","green"
2023-04-10 22:12:05,20.2324556493319,8.28338128962519,"madgetech","green"
2023-04-10 22:12:10,20.2319461335461,8.28364666030462,"madgetech","green"
2023-04-10 22:12:15,20.2314798107487,8.28348209326075,"madgetech","green"
2023-04-10 22:12:20,20.2318059559323,8.28312186333273,"madgetech","green"
2023-04-10 22:12:25,20.2313398731996,8.28347127193674,"madgetech","green"
2023-04-10 22:12:30,20.2312426760001,8.28318374850261,"madgetech","green"
2023-04-10 22:12:35,20.2312145727112,8.28338985710124,"madgetech","green"
2023-04-10 22:12:40,20.2304834122789,8.28358621701619,"madgetech","green"
2023-04-10 22:12:45,20.2307249564831,8.28372818924398,"madgetech","green"
2023-04-10 22:12:50,20.2298469502426,8.2831290899763,"madgetech","green"
2023-04-10 22:12:55,20.2300269596764,8.28334698512645,"madgetech","green"
2023-04-10 22:13:00,20.2298366924018,8.28342295637058,"madgetech","green"
2023-04-10 22:13:05,20.2295255338224,8.28341746367203,"madgetech","green"
2023-04-10 22:13:10,20.2294690810316,8.2837654382772,"madgetech","green"
2023-04-10 22:13:15,20.228991736054,8.28442075407996,"madgetech","green"
2023-04-10 22:13:20,20.2288333069474,8.28438986687233,"madgetech","green"
2023-04-10 22:13:25,20.2285523738919,8.28422118765849,"madgetech","green"
2023-04-10 22:13:30,20.2286920320201,8.28405816433789,"madgetech","green"
2023-04-10 22:13:35,20.2278864263709,8.28365134948366,"madgetech","green"
2023-04-10 22:13:40,20.2278539576582,8.28358952175638,"madgetech","green"
2023-04-10 22:13:45,20.2279246088207,8.28293526476406,"madgetech","green"
2023-04-10 22:13:50,20.2271976684611,8.28307111009841,"madgetech","green"
2023-04-10 22:13:55,20.226820837133,8.28349787228085,"madgetech","green"
2023-04-10 22:14:00,20.2268453040709,8.28387312843016,"madgetech","green"
2023-04-10 22:14:05,20.2267240907964,8.28356525179646,"madgetech","green"
2023-04-10 22:14:10,20.2262059995048,8.28386473672865,"madgetech","green"
2023-04-10 22:14:15,20.2266688007434,8.2841784563817,"madgetech","green"
2023-04-10 22:14:20,20.2256041003565,8.28400126390336,"madgetech","green"
2023-04-10 22:14:25,20.2259132142476,8.28374531782609,"madgetech","green"
2023-04-10 22:14:30,20.2254463712412,8.28427237158413,"madgetech","green"
2023-04-10 22:14:35,20.2256668868905,8.28380782367388,"madgetech","green"
2023-04-10 22:14:40,20.2251380102044,8.28397240391446,"madgetech","green"
2023-04-10 22:14:45,20.2244695298603,8.28430378912039,"madgetech","green"
2023-04-10 22:14:50,20.2246431389254,8.28407854421237,"madgetech","green"
2023-04-10 22:14:55,20.2245235577158,8.28416369936697,"madgetech","green"
2023-04-10 22:15:00,20.2237229487416,8.28405298793415,"madgetech","green"
2023-04-10 22:15:05,20.2246185059119,8.28403449519751,"madgetech","green"
2023-04-10 22:15:10,20.2242072870499,8.28417097624916,"madgetech","green"
2023-04-10 22:15:15,20.2238531446562,8.28441780208203,"madgetech","green"
2023-04-10 22:15:20,20.2233555710937,8.28399761146018,"madgetech","green"
2023-04-10 22:15:25,20.2232642034382,8.28383851425784,"madgetech","green"
2023-04-10 22:15:30,20.2227681331738,8.28405083418706,"madgetech","green"
2023-04-10 22:15:35,20.2224805424665,8.28419316410882,"madgetech","green"
2023-04-10 22:15:40,20.2225462366081,8.2838639758056,"madgetech","green"
2023-04-10 22:15:45,20.2223066402776,8.2845778349085,"madgetech","green"
2023-04-10 22:15:50,20.2215383944324,8.28453582551441,"madgetech","green"
2023-04-10 22:15:55,20.2218358755683,8.28466790593498,"madgetech","green"
2023-04-10 22:16:00,20.2211293338511,8.28454722136375,"madgetech","green"
2023-04-10 22:16:05,20.2211076503871,8.28425850958346,"madgetech","green"
2023-04-10 22:16:10,20.2211257560807,8.28445655556198,"madgetech","green"
2023-04-10 22:16:15,20.2201994606807,8.28396413969235,"madgetech","green"
2023-04-10 22:16:20,20.2204301812659,8.28433677964763,"madgetech","green"
2023-04-10 22:16:25,20.2201891325098,8.28439785445273,"madgetech","green"
2023-04-10 22:16:30,20.2197847415322,8.28461775311108,"madgetech","green"
2023-04-10 22:16:35,20.2194028222036,8.2837826040857,"madgetech","green"
2023-04-10 22:16:40,20.2182801177726,8.28419907361327,"madgetech","green"
2023-04-10 22:16:45,20.2189822881398,8.28393705655869,"madgetech","green"
2023-04-10 22:16:50,20.2189342642319,8.28439455369571,"madgetech","green"
2023-04-10 22:16:55,20.2182817284247,8.2842725828383,"madgetech","green"
2023-04-10 22:17:00,20.2180539992826,8.28452591807961,"madgetech","green"
2023-04-10 22:17:05,20.2185517212124,8.28442592762707,"madgetech","green"
2023-04-10 22:17:10,20.2175809392431,8.2844514384496,"madgetech","green"
2023-04-10 22:17:15,20.2170756306007,8.28456216434395,"madgetech","green"
2023-04-10 22:17:20,20.2171528442677,8.28435962558635,"madgetech","green"
2023-04-10 22:17:25,20.2171864572586,8.28449187786983,"madgetech","green"
2023-04-10 22:17:30,20.2166794271321,8.28435798967518,"madgetech","green"
2023-04-10 22:17:35,20.2165891625658,8.28403155025259,"madgetech","green"
2023-04-10 22:17:40,20.2157577669813,8.28406754407315,"madgetech","green"
2023-04-10 22:17:45,20.2159180058501,8.28401320322826,"madgetech","green"
2023-04-10 22:17:50,20.2154912550706,8.28325790677323,"madgetech","green"
