"date_time","durafet_temp","p_h","logger","durafet","hobo_temp","diff_temp"
2023-04-11 15:00:15,23.1634356377984,8.71495804530387,"arduino","green",23.861,0.6975643622016
2023-04-11 15:00:30,23.1634356377984,8.71495804530387,"arduino","green",23.871,0.707564362201598
2023-04-11 15:00:45,23.1634356377984,8.71495804530387,"arduino","green",23.871,0.707564362201598
2023-04-11 15:01:00,23.1634356377984,8.71495804530387,"arduino","green",23.861,0.6975643622016
2023-04-11 15:01:15,23.1634356377984,8.71495804530387,"arduino","green",23.861,0.6975643622016
2023-04-11 15:01:30,23.1634356377984,8.71546829924221,"arduino","green",23.85,0.686564362201601
2023-04-11 15:01:45,23.1634356377984,8.71495804530387,"arduino","green",23.871,0.707564362201598
2023-04-11 15:02:00,23.1634356377984,8.71495804530387,"arduino","green",23.861,0.6975643622016
2023-04-11 15:02:15,23.1634356377984,8.71546829924221,"arduino","green",23.85,0.686564362201601
2023-04-11 15:02:30,23.1634356377984,8.71546829924221,"arduino","green",23.871,0.707564362201598
2023-04-11 15:02:45,23.1843370802591,8.71469882681263,"arduino","green",23.861,0.676662919740902
2023-04-11 15:03:00,23.1634356377984,8.71495804530387,"arduino","green",23.871,0.707564362201598
2023-04-11 15:03:15,23.1843370802591,8.71469882681263,"arduino","green",23.85,0.665662919740903
2023-04-11 15:03:30,23.1634356377984,8.71444779136553,"arduino","green",23.85,0.686564362201601
2023-04-11 15:03:45,23.1843370802591,8.71418860886419,"arduino","green",23.85,0.665662919740903
2023-04-11 15:04:00,23.1634356377984,8.71495804530387,"arduino","green",23.85,0.686564362201601
2023-04-11 15:04:15,23.1843370802591,8.71418860886419,"arduino","green",23.85,0.665662919740903
2023-04-11 15:04:30,23.1634356377984,8.71495804530387,"arduino","green",23.828,0.664564362201599
2023-04-11 15:04:45,23.1634356377984,8.71546829924221,"arduino","green",23.839,0.675564362201598
2023-04-11 15:05:00,23.1634356377984,8.71546829924221,"arduino","green",23.85,0.686564362201601
2023-04-11 15:05:15,23.1634356377984,8.71495804530387,"arduino","green",23.85,0.686564362201601
2023-04-11 15:05:30,23.1634356377984,8.71495804530387,"arduino","green",23.85,0.686564362201601
2023-04-11 15:05:45,23.1634356377984,8.71495804530387,"arduino","green",23.839,0.675564362201598
2023-04-11 15:06:00,23.1843370802591,8.71469882681263,"arduino","green",23.839,0.6546629197409
2023-04-11 15:06:15,23.1634356377984,8.71495804530387,"arduino","green",23.839,0.675564362201598
2023-04-11 15:06:30,23.1843370802591,8.71520904476107,"arduino","green",23.839,0.6546629197409
2023-04-11 15:06:45,23.1634356377984,8.71495804530387,"arduino","green",23.828,0.664564362201599
2023-04-11 15:07:00,23.1843370802591,8.71520904476107,"arduino","green",23.839,0.6546629197409
2023-04-11 15:07:15,23.1634356377984,8.71546829924221,"arduino","green",23.839,0.675564362201598
2023-04-11 15:07:30,23.1634356377984,8.71546829924221,"arduino","green",23.818,0.654564362201601
2023-04-11 15:07:45,23.1634356377984,8.71495804530387,"arduino","green",23.828,0.664564362201599
2023-04-11 15:08:00,23.1634356377984,8.71546829924221,"arduino","green",23.818,0.654564362201601
2023-04-11 15:08:15,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:08:30,23.1634356377984,8.71495804530387,"arduino","green",23.839,0.675564362201598
2023-04-11 15:08:45,23.1634356377984,8.71444779136553,"arduino","green",23.818,0.654564362201601
2023-04-11 15:09:00,23.1634356377984,8.71546829924221,"arduino","green",23.828,0.664564362201599
2023-04-11 15:09:15,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:09:30,23.1634356377984,8.71495804530387,"arduino","green",23.828,0.664564362201599
2023-04-11 15:09:45,23.1634356377984,8.71444779136553,"arduino","green",23.818,0.654564362201601
2023-04-11 15:10:00,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:10:15,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:10:30,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:10:45,23.1634356377984,8.71444779136553,"arduino","green",23.785,0.6215643622016
2023-04-11 15:11:00,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:11:15,23.1634356377984,8.71444779136553,"arduino","green",23.818,0.654564362201601
2023-04-11 15:11:30,23.1634356377984,8.71444779136553,"arduino","green",23.807,0.643564362201598
2023-04-11 15:11:45,23.1634356377984,8.71444779136553,"arduino","green",23.818,0.654564362201601
2023-04-11 15:12:00,23.1634356377984,8.71495804530387,"arduino","green",23.796,0.632564362201599
2023-04-11 15:12:15,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:12:30,23.1634356377984,8.71495804530387,"arduino","green",23.818,0.654564362201601
2023-04-11 15:12:45,23.1634356377984,8.71495804530387,"arduino","green",23.828,0.664564362201599
2023-04-11 15:13:00,23.1425547256275,8.71470675580004,"arduino","green",23.818,0.6754452743725
2023-04-11 15:13:15,23.1425547256275,8.71470675580004,"arduino","green",23.818,0.6754452743725
2023-04-11 15:13:30,23.1425547256275,8.715217045698,"arduino","green",23.807,0.664445274372497
2023-04-11 15:13:45,23.1634356377984,8.71444779136553,"arduino","green",23.818,0.654564362201601
2023-04-11 15:14:00,23.1425547256275,8.715217045698,"arduino","green",23.807,0.664445274372497
2023-04-11 15:14:15,23.1425547256275,8.715217045698,"arduino","green",23.818,0.6754452743725
2023-04-11 15:14:30,23.1425547256275,8.715217045698,"arduino","green",23.796,0.653445274372498
2023-04-11 15:14:45,23.1425547256275,8.71470675580004,"arduino","green",23.785,0.642445274372498
2023-04-11 15:15:00,23.1425547256275,8.71470675580004,"arduino","green",23.807,0.664445274372497
2023-04-11 15:15:15,23.1425547256275,8.71470675580004,"arduino","green",23.818,0.6754452743725
2023-04-11 15:15:30,23.1425547256275,8.71470675580004,"arduino","green",23.807,0.664445274372497
2023-04-11 15:15:45,23.1425547256275,8.71470675580004,"arduino","green",23.796,0.653445274372498
2023-04-11 15:16:00,23.1425547256275,8.71470675580004,"arduino","green",23.796,0.653445274372498
2023-04-11 15:16:15,23.1425547256275,8.71470675580004,"arduino","green",23.807,0.664445274372497
2023-04-11 15:16:30,23.1425547256275,8.71470675580004,"arduino","green",23.796,0.653445274372498
2023-04-11 15:16:45,23.1425547256275,8.71419646590208,"arduino","green",23.785,0.642445274372498
2023-04-11 15:17:00,23.1425547256275,8.71419646590208,"arduino","green",23.796,0.653445274372498
2023-04-11 15:17:15,23.1425547256275,8.71470675580004,"arduino","green",23.775,0.632445274372497
2023-04-11 15:17:30,23.1425547256275,8.715217045698,"arduino","green",23.775,0.632445274372497
2023-04-11 15:17:45,23.1425547256275,8.715217045698,"arduino","green",23.785,0.642445274372498
2023-04-11 15:18:00,23.1425547256275,8.71572733559596,"arduino","green",23.807,0.664445274372497
2023-04-11 15:18:15,23.1425547256275,8.715217045698,"arduino","green",23.807,0.664445274372497
2023-04-11 15:18:30,23.1425547256275,8.715217045698,"arduino","green",23.785,0.642445274372498
2023-04-11 15:18:45,23.1425547256275,8.715217045698,"arduino","green",23.807,0.664445274372497
2023-04-11 15:19:00,23.1425547256275,8.71470675580004,"arduino","green",23.807,0.664445274372497
2023-04-11 15:19:15,23.1425547256275,8.715217045698,"arduino","green",23.785,0.642445274372498
2023-04-11 15:19:30,23.1425547256275,8.71419646590208,"arduino","green",23.785,0.642445274372498
2023-04-11 15:19:45,23.1216943055944,8.71496550254104,"arduino","green",23.785,0.663305694405601
2023-04-11 15:20:00,23.1425547256275,8.71419646590208,"arduino","green",23.785,0.642445274372498
2023-04-11 15:20:15,23.1425547256275,8.71470675580004,"arduino","green",23.764,0.621445274372498
2023-04-11 15:20:30,23.1216943055944,8.7154758283684,"arduino","green",23.775,0.653305694405599
2023-04-11 15:20:45,23.1216943055944,8.71496550254104,"arduino","green",23.785,0.663305694405601
2023-04-11 15:21:00,23.1216943055944,8.71496550254104,"arduino","green",23.785,0.663305694405601
2023-04-11 15:21:15,23.1425547256275,8.715217045698,"arduino","green",23.785,0.642445274372498
2023-04-11 15:21:30,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:21:45,23.1216943055944,8.71445517671369,"arduino","green",23.785,0.663305694405601
2023-04-11 15:22:00,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:22:15,23.1216943055944,8.71445517671369,"arduino","green",23.775,0.653305694405599
2023-04-11 15:22:30,23.1216943055944,8.71496550254104,"arduino","green",23.785,0.663305694405601
2023-04-11 15:22:45,23.1425547256275,8.71470675580004,"arduino","green",23.785,0.642445274372498
2023-04-11 15:23:00,23.1216943055944,8.71496550254104,"arduino","green",23.785,0.663305694405601
2023-04-11 15:23:15,23.1425547256275,8.71419646590208,"arduino","green",23.785,0.642445274372498
2023-04-11 15:23:30,23.1216943055944,8.71445517671369,"arduino","green",23.796,0.6743056944056
2023-04-11 15:23:45,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:24:00,23.1216943055944,8.71496550254104,"arduino","green",23.753,0.631305694405601
2023-04-11 15:24:15,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:24:30,23.1216943055944,8.71445517671369,"arduino","green",23.785,0.663305694405601
2023-04-11 15:24:45,23.1425547256275,8.71419646590208,"arduino","green",23.764,0.621445274372498
2023-04-11 15:25:00,23.1216943055944,8.71496550254104,"arduino","green",23.785,0.663305694405601
2023-04-11 15:25:15,23.1425547256275,8.71470675580004,"arduino","green",23.753,0.610445274372498
2023-04-11 15:25:30,23.1216943055944,8.71445517671369,"arduino","green",23.775,0.653305694405599
2023-04-11 15:25:45,23.1425547256275,8.71419646590208,"arduino","green",23.775,0.632445274372497
2023-04-11 15:26:00,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:26:15,23.1425547256275,8.71470675580004,"arduino","green",23.764,0.621445274372498
2023-04-11 15:26:30,23.1216943055944,8.71394485088634,"arduino","green",23.775,0.653305694405599
2023-04-11 15:26:45,23.1425547256275,8.71368617600412,"arduino","green",23.753,0.610445274372498
2023-04-11 15:27:00,23.1216943055944,8.7154758283684,"arduino","green",23.753,0.631305694405601
2023-04-11 15:27:15,23.1425547256275,8.71470675580004,"arduino","green",23.764,0.621445274372498
2023-04-11 15:27:30,23.1216943055944,8.71496550254104,"arduino","green",23.753,0.631305694405601
2023-04-11 15:27:45,23.1425547256275,8.71419646590208,"arduino","green",23.753,0.610445274372498
2023-04-11 15:28:00,23.1216943055944,8.71445517671369,"arduino","green",23.732,0.6103056944056
2023-04-11 15:28:15,23.1147453794793,8.71505170314276,"arduino","green",23.743,0.6282546205207
2023-04-11 15:28:30,23.1216943055944,8.71445517671369,"arduino","green",23.764,0.6423056944056
2023-04-11 15:28:45,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:29:00,23.1216943055944,8.71496550254104,"arduino","green",23.775,0.653305694405599
2023-04-11 15:29:15,23.1147453794793,8.71454136534565,"arduino","green",23.753,0.638254620520701
2023-04-11 15:29:30,23.1216943055944,8.71496550254104,"arduino","green",23.743,0.621305694405599
2023-04-11 15:29:45,23.0939122231285,8.71479978651853,"arduino","green",23.753,0.659087776871502
2023-04-11 15:30:00,23.1216943055944,8.71445517671369,"arduino","green",23.753,0.631305694405601
2023-04-11 15:30:15,23.1147453794793,8.71403102754855,"arduino","green",23.764,0.649254620520701
2023-04-11 15:30:30,23.1216943055944,8.71394485088634,"arduino","green",23.743,0.621305694405599
2023-04-11 15:30:45,23.1147453794793,8.71454136534565,"arduino","green",23.743,0.6282546205207
2023-04-11 15:31:00,23.1216943055944,8.71445517671369,"arduino","green",23.743,0.621305694405599
2023-04-11 15:31:15,23.1147453794793,8.71454136534565,"arduino","green",23.732,0.617254620520701
2023-04-11 15:31:30,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
2023-04-11 15:31:45,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
2023-04-11 15:32:00,23.0939122231285,8.71479978651853,"arduino","green",23.743,0.6490877768715
2023-04-11 15:32:15,23.0939122231285,8.71479978651853,"arduino","green",23.721,0.627087776871502
2023-04-11 15:32:30,23.0939122231285,8.7153101602048,"arduino","green",23.732,0.638087776871501
2023-04-11 15:32:45,23.0939122231285,8.71479978651853,"arduino","green",23.743,0.6490877768715
2023-04-11 15:33:00,23.0939122231285,8.7153101602048,"arduino","green",23.732,0.638087776871501
2023-04-11 15:33:15,23.0939122231285,8.71479978651853,"arduino","green",23.753,0.659087776871502
2023-04-11 15:33:30,23.0939122231285,8.71479978651853,"arduino","green",23.753,0.659087776871502
2023-04-11 15:33:45,23.1147453794793,8.71454136534565,"arduino","green",23.764,0.649254620520701
2023-04-11 15:34:00,23.0939122231285,8.71428941283225,"arduino","green",23.743,0.6490877768715
2023-04-11 15:34:15,23.1147453794793,8.71505170314276,"arduino","green",23.753,0.638254620520701
2023-04-11 15:34:30,23.0939122231285,8.71479978651853,"arduino","green",23.743,0.6490877768715
2023-04-11 15:34:45,23.1147453794793,8.71454136534565,"arduino","green",23.721,0.606254620520701
2023-04-11 15:35:00,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
2023-04-11 15:35:15,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
2023-04-11 15:35:30,23.0939122231285,8.71428941283225,"arduino","green",23.743,0.6490877768715
2023-04-11 15:35:45,23.1147453794793,8.71454136534565,"arduino","green",23.743,0.6282546205207
2023-04-11 15:36:00,23.0939122231285,8.71479978651853,"arduino","green",23.743,0.6490877768715
2023-04-11 15:36:15,23.0939122231285,8.71428941283225,"arduino","green",23.732,0.638087776871501
2023-04-11 15:36:30,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
2023-04-11 15:36:45,23.0939122231285,8.71428941283225,"arduino","green",23.743,0.6490877768715
2023-04-11 15:37:00,23.0939122231285,8.71428941283225,"arduino","green",23.71,0.616087776871503
2023-04-11 15:37:15,23.1147453794793,8.71454136534565,"arduino","green",23.732,0.617254620520701
2023-04-11 15:37:30,23.0939122231285,8.71428941283225,"arduino","green",23.71,0.616087776871503
2023-04-11 15:37:45,23.0939122231285,8.71377903914598,"arduino","green",23.721,0.627087776871502
2023-04-11 15:38:00,23.0939122231285,8.71479978651853,"arduino","green",23.721,0.627087776871502
2023-04-11 15:38:15,23.1147453794793,8.71454136534565,"arduino","green",23.7,0.5852546205207
2023-04-11 15:38:30,23.0939122231285,8.7153101602048,"arduino","green",23.732,0.638087776871501
2023-04-11 15:38:45,23.1147453794793,8.71505170314276,"arduino","green",23.732,0.617254620520701
2023-04-11 15:39:00,23.0939122231285,8.71479978651853,"arduino","green",23.7,0.606087776871501
2023-04-11 15:39:15,23.1147453794793,8.71403102754855,"arduino","green",23.732,0.617254620520701
2023-04-11 15:39:30,23.0939122231285,8.71479978651853,"arduino","green",23.721,0.627087776871502
2023-04-11 15:39:45,23.0939122231285,8.71428941283225,"arduino","green",23.721,0.627087776871502
2023-04-11 15:40:00,23.0939122231285,8.71428941283225,"arduino","green",23.721,0.627087776871502
2023-04-11 15:40:15,23.1147453794793,8.71403102754855,"arduino","green",23.732,0.617254620520701
2023-04-11 15:40:30,23.0939122231285,8.71428941283225,"arduino","green",23.71,0.616087776871503
2023-04-11 15:40:45,23.1147453794793,8.71403102754855,"arduino","green",23.732,0.617254620520701
2023-04-11 15:41:00,23.0939122231285,8.71377903914598,"arduino","green",23.721,0.627087776871502
2023-04-11 15:41:15,23.1147453794793,8.71352068975144,"arduino","green",23.732,0.617254620520701
2023-04-11 15:41:30,23.0939122231285,8.71428941283225,"arduino","green",23.732,0.638087776871501
2023-04-11 15:41:45,23.1147453794793,8.71403102754855,"arduino","green",23.732,0.617254620520701
2023-04-11 15:42:00,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
2023-04-11 15:42:15,23.1147453794793,8.71403102754855,"arduino","green",23.71,0.595254620520702
2023-04-11 15:42:30,23.0939122231285,8.71428941283225,"arduino","green",23.732,0.638087776871501
2023-04-11 15:42:45,23.1147453794793,8.71352068975144,"arduino","green",23.721,0.606254620520701
2023-04-11 15:43:00,23.0939122231285,8.71377903914598,"arduino","green",23.732,0.638087776871501
2023-04-11 15:43:15,23.1147453794793,8.71352068975144,"arduino","green",23.721,0.606254620520701
2023-04-11 15:43:30,23.1147453794793,8.71284023935529,"arduino","green",23.743,0.6282546205207
2023-04-11 15:43:45,23.1147453794793,8.71403102754855,"arduino","green",23.743,0.6282546205207
2023-04-11 15:44:00,23.0939122231285,8.71428941283225,"arduino","green",23.732,0.638087776871501
2023-04-11 15:44:15,23.1147453794793,8.71284023935529,"arduino","green",23.732,0.617254620520701
2023-04-11 15:44:30,23.0939122231285,8.71309854089761,"arduino","green",23.743,0.6490877768715
2023-04-11 15:44:45,23.1147453794793,8.71284023935529,"arduino","green",23.753,0.638254620520701
2023-04-11 15:45:00,23.0939122231285,8.71258816721134,"arduino","green",23.732,0.638087776871501
2023-04-11 15:45:15,23.1147453794793,8.71284023935529,"arduino","green",23.721,0.606254620520701
2023-04-11 15:45:30,23.1147453794793,8.71284023935529,"arduino","green",23.71,0.595254620520702
2023-04-11 15:45:45,23.1147453794793,8.71352068975144,"arduino","green",23.71,0.595254620520702
2023-04-11 15:46:00,23.0939122231285,8.71377903914598,"arduino","green",23.721,0.627087776871502
2023-04-11 15:46:15,23.1147453794793,8.71352068975144,"arduino","green",23.732,0.617254620520701
2023-04-11 15:46:30,23.0939122231285,8.71309854089761,"arduino","green",23.732,0.638087776871501
2023-04-11 15:46:45,23.1147453794793,8.71352068975144,"arduino","green",23.732,0.617254620520701
2023-04-11 15:47:00,23.1147453794793,8.71352068975144,"arduino","green",23.732,0.617254620520701
2023-04-11 15:47:15,23.1147453794793,8.71352068975144,"arduino","green",23.721,0.606254620520701
2023-04-11 15:47:30,23.0939122231285,8.71377903914598,"arduino","green",23.732,0.638087776871501
2023-04-11 15:47:45,23.1147453794793,8.71284023935529,"arduino","green",23.689,0.574254620520701
2023-04-11 15:48:00,23.1147453794793,8.71352068975144,"arduino","green",23.71,0.595254620520702
2023-04-11 15:48:15,23.1147453794793,8.71403102754855,"arduino","green",23.689,0.574254620520701
2023-04-11 15:48:30,23.0939122231285,8.71377903914598,"arduino","green",23.721,0.627087776871502
2023-04-11 15:48:45,23.1147453794793,8.71352068975144,"arduino","green",23.732,0.617254620520701
2023-04-11 15:49:00,23.0939122231285,8.71377903914598,"arduino","green",23.71,0.616087776871503
2023-04-11 15:49:15,23.0939122231285,8.71479978651853,"arduino","green",23.732,0.638087776871501
