"logger","mean","sd","mean_diff","sd_diff"
"arduino",18.1120725485804,0.0455695723512582,2.10635099173471,0.082444269677345
"madgetech",18.8709808286406,0.0500758776501709,1.3474427116745,0.0978859155792365
