"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 15:17:49,17.271914600517,0.10996,8.33973521262567,290.421914600517,0.0576252641855335,-0.375058473300517,8.4167678908842,-0.0770326782585258,0.0155387977972801,0.000180689740743034,0,"real-arduino","+1"
