"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 15:17:49,16.940614600517,0.10996,8.35052372370365,290.090614600517,0.0575595279271284,-0.374727173300517,8.42062453872348,-0.0701008150198348,0.0155387977972801,0.000181102703429303,0,"real-arduino","-1"
