"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 15:17:49,17.106264600517,0.10996,8.34512690186739,290.256264600517,0.0575923960563309,-0.374892823300517,8.4186951143044,-0.0735682124370065,0.0155387977972801,0.000180896045323564,0,"real-arduino","ideal"
