"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-14 18:19:51,18.8134195846084,0.1076,8.28980374452766,291.963419584608,0.057931128266327,-0.376599978284608,8.35820037991654,-0.0683966353888845,0,0,-0.00121376035887621,"arduino","+5"
