"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-15 11:30:41,18.9331607101769,0.10883,8.28594322887318,292.083160710177,0.0579548871965174,-0.376719719410177,8.37806340237954,-0.092120173506359,0,0,-0.00349265623417594,"arduino","ideal"
