"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 15:17:49,16.8522286848404,0.10996,8.35340541431958,290.00222868484,0.0575419904704659,-0.37463878738484,8.4216549240431,-0.0682495097235165,0.0156623739275688,0.000182654334894394,0,"real-arduino","ideal"
