"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 15:17:49,17.3628814729011,0.10996,8.33677653667633,290.512881472901,0.0576433137533854,-0.375149440172901,8.41571048896214,-0.0789339522858192,0.0156684898837511,0.000182083833392355,0,"arduino","+5"
