,Times (s),Current Positive (A),Voltage Positive (V),Current Negative (A),Voltage Negative (V)
0,0.9054975509643555,0.017964,3.599009,-0.000335,-3.602437
1,1.7749006748199463,0.01823,3.599808,-0.000333,-3.602437
2,2.637739896774292,0.018372,3.599808,-0.000332,-3.602437
3,3.505295753479004,0.018172,3.599808,-0.000331,-3.602437
4,4.36877179145813,0.018235,3.600008,-0.000331,-3.602437
5,5.230045795440674,0.018226,3.600008,-0.000331,-3.602437
6,6.088974714279175,0.018091,3.599808,-0.000331,-3.602437
7,6.952600717544556,0.018228,3.600008,-0.00033,-3.602437
8,7.816321611404419,0.018198,3.600008,-0.00033,-3.602437
9,8.677896499633789,0.018237,3.600008,-0.00033,-3.602437
10,9.542707920074463,0.018436,3.600008,-0.00033,-3.602437
11,10.40830659866333,0.005901,3.600008,-0.00033,-3.602437
12,11.272445440292358,0.018006,3.600008,-0.000331,-3.602437
13,12.136532068252563,0.018254,3.600008,-0.00033,-3.602437
14,12.99707818031311,0.018253,3.600008,-0.00033,-3.602437
15,13.910391569137573,0.018223,3.600008,-0.000331,-3.602437
16,14.829099655151367,0.002032,3.600008,-0.00033,-3.602437
17,15.746366739273071,0.001766,3.600008,-0.00033,-3.602437
18,16.66029715538025,0.001779,3.600008,-0.00033,-3.602437
19,17.578009128570557,0.001565,3.600008,-0.00033,-3.602437
20,18.484866857528687,0.001595,3.600008,-0.00033,-3.602437
21,19.406928062438965,0.001597,3.600008,-0.00033,-3.602437
22,20.320080041885376,0.001599,3.600008,-0.00033,-3.602437
23,21.23677945137024,0.001597,3.600008,-0.00033,-3.603272
24,22.146602630615234,0.001599,3.600008,-0.00033,-3.602437
25,23.06825304031372,0.001597,3.600008,-0.00033,-3.602437
26,23.97789454460144,0.001597,3.600008,-0.00033,-3.602437
27,24.894326210021973,0.001602,3.600008,-0.00033,-3.602437
28,25.807427644729614,0.001597,3.600008,-0.00033,-3.602437
29,26.72126603126526,0.001601,3.600008,-0.00033,-3.602437
30,27.635671377182007,0.001602,3.600008,-0.00033,-3.602437
31,28.555859565734863,0.001602,3.600008,-0.00033,-3.602437
32,29.461900234222412,0.001601,3.600008,-0.00033,-3.602437
33,30.378530740737915,0.001602,3.600008,-0.00033,-3.602437
34,31.298147439956665,0.001602,3.600008,-0.00033,-3.602437
35,32.20945858955383,0.001604,3.600008,-0.00033,-3.602437
36,33.119922161102295,0.001604,3.600008,-0.00033,-3.602437
37,34.04049515724182,0.001602,3.600008,-0.00033,-3.602437
38,34.95816946029663,0.012524,3.600008,-0.00033,-3.602437
39,35.871665716171265,0.012833,3.600008,-0.00033,-3.602437
