,Times (s),Current Positive (A),Voltage Positive (V),Current Negative (A),Voltage Negative (V)
40,36.730013847351074,0.00125,3.600008,-0.00033,-3.603272
41,37.59377884864807,0.001248,3.600008,-0.00033,-3.602437
42,38.463157653808594,0.001248,3.600008,-0.00033,-3.602437
43,39.31856155395508,0.001247,3.600008,-0.00033,-3.602437
44,40.19130277633667,0.001248,3.600008,-0.00033,-3.602437
45,41.05065393447876,0.00125,3.600008,-0.00033,-3.602437
46,41.9173367023468,0.001252,3.600008,-0.00033,-3.602437
47,42.776440143585205,0.001248,3.600008,-0.00033,-3.602437
48,43.64405107498169,0.00125,3.600008,-0.000331,-3.602437
49,44.5089898109436,0.00125,3.600008,-0.00033,-3.602437
50,45.36667466163635,0.001247,3.600008,-0.00033,-3.603272
51,46.23661923408508,0.001247,3.600008,-0.00033,-3.602437
52,47.10185098648071,0.001245,3.600008,-0.00033,-3.602437
53,47.96064805984497,0.001247,3.600008,-0.00033,-3.602437
54,48.8300998210907,0.001247,3.600008,-0.00033,-3.602437
55,49.693835735321045,0.00125,3.600008,-0.000331,-3.602437
56,50.554264068603516,0.00125,3.600008,-0.00033,-3.602437
57,51.416940450668335,0.001247,3.600008,-0.00033,-3.602437
58,52.278197288513184,0.00125,3.600008,-0.00033,-3.603272
59,53.146846294403076,0.001248,3.600008,-0.00033,-3.602437
60,54.00803565979004,0.00125,3.600008,-0.00033,-3.602437
61,54.865556955337524,0.012527,3.600008,-0.00033,-3.602437
62,55.73124408721924,0.012828,3.600008,-0.000331,-3.602437
63,56.60246920585632,0.005245,3.600008,-0.00033,-3.602437
64,57.45722460746765,0.00125,3.600008,-0.00033,-3.602437
65,58.32180690765381,0.001252,3.600008,-0.00033,-3.602437
66,59.19275641441345,0.001252,3.600008,-0.00033,-3.602437
67,60.05543613433838,0.001248,3.600008,-0.00033,-3.602437
68,60.962101221084595,0.001248,3.600008,-0.00033,-3.602437
69,61.827187299728394,0.00125,3.600008,-0.00033,-3.602437
70,62.744422912597656,0.001254,3.600008,-0.000329,-3.602437
71,63.656944274902344,0.001252,3.600008,-0.00033,-3.602437
72,64.57766366004944,0.001252,3.600008,-0.00033,-3.602437
73,65.4915063381195,0.00125,3.600008,-0.00033,-3.603272
74,66.40183019638062,0.001255,3.600008,-0.00033,-3.602437
75,67.31913995742798,0.001254,3.600008,-0.00033,-3.602437
76,68.23139905929565,0.001252,3.600008,-0.00033,-3.602437
77,69.14105033874512,0.00125,3.600008,-0.00033,-3.602437
78,70.06408882141113,0.001254,3.600008,-0.00033,-3.602437
79,70.97790813446045,0.00125,3.600008,-0.00033,-3.602437
80,71.89068841934204,0.001252,3.600008,-0.00033,-3.602437
81,72.80747079849243,0.00125,3.600008,-0.000331,-3.602437
82,73.7203016281128,0.001255,3.600008,-0.00033,-3.602437
83,74.62848615646362,0.01019,3.600008,-0.00033,-3.602437
84,75.54304504394531,0.01283,3.600008,-0.00033,-3.602437
85,76.4596574306488,0.013228,3.600008,-0.00033,-3.602437
86,77.3714690208435,0.001257,3.600008,-0.00033,-3.602437
87,78.29431009292603,0.001257,3.600008,-0.00033,-3.602437
88,79.20855569839478,0.001252,3.600008,-0.00033,-3.603272
89,80.11797332763672,0.001257,3.600008,-0.00033,-3.603272
90,81.03390693664551,0.001257,3.600008,-0.00033,-3.602437
91,81.94584465026855,0.001254,3.600008,-0.000331,-3.602437
92,82.8609778881073,0.001254,3.600008,-0.00033,-3.602437
93,83.77776026725769,0.001255,3.600008,-0.00033,-3.602437
94,84.68970537185669,0.001257,3.600008,-0.00033,-3.603272
95,85.60744071006775,0.001255,3.600008,-0.00033,-3.602437
96,86.51552319526672,0.001259,3.600008,-0.00033,-3.602437
97,87.42995548248291,0.001255,3.600008,-0.00033,-3.602437
98,88.35200095176697,0.001257,3.600008,-0.00033,-3.602437
99,89.25877332687378,0.001257,3.600008,-0.00033,-3.602437
100,90.18055295944214,0.001257,3.600008,-0.00033,-3.602437
101,91.09097290039062,0.001259,3.600008,-0.00033,-3.602437
102,92.00945591926575,0.001252,3.600008,-0.00033,-3.602437
103,92.91669034957886,0.001255,3.600008,-0.00033,-3.602437
104,93.83073472976685,0.001255,3.600008,-0.00033,-3.602437
105,94.69456696510315,0.012529,3.600008,-0.000331,-3.602437
106,95.55953931808472,0.012832,3.600008,-0.00033,-3.602437
107,96.42959547042847,0.01441,3.600008,-0.00033,-3.602437
108,97.29174542427063,0.001254,3.600008,-0.00033,-3.603272
109,98.15539932250977,0.001259,3.600008,-0.00033,-3.602437
110,99.01773476600647,0.001255,3.600008,-0.00033,-3.603272
111,99.8777220249176,0.001257,3.600008,-0.00033,-3.602437
112,100.74180293083191,0.001259,3.600008,-0.00033,-3.602437
113,101.60491251945496,0.001261,3.600008,-0.00033,-3.602437
114,102.4665277004242,0.001259,3.600008,-0.00033,-3.602437
115,103.33564066886902,0.001259,3.600008,-0.00033,-3.602437
116,104.19784927368164,0.001257,3.600008,-0.000331,-3.602437
117,105.06177949905396,0.001257,3.600008,-0.000331,-3.602437
118,105.92512369155884,0.001262,3.600008,-0.00033,-3.602437
119,106.78737306594849,0.001259,3.600008,-0.00033,-3.602437
120,107.64900612831116,0.001259,3.600008,-0.00033,-3.602437
121,108.51662993431091,0.001262,3.600008,-0.00033,-3.602437
122,109.38604831695557,0.001259,3.600008,-0.00033,-3.602437
123,110.24653744697571,0.001259,3.600008,-0.00033,-3.602437
124,111.10976600646973,0.001262,3.600008,-0.00033,-3.602437
125,111.97126698493958,0.001259,3.600008,-0.00033,-3.602437
126,112.83842539787292,0.001259,3.600008,-0.000331,-3.602437
127,113.69742774963379,0.001259,3.600008,-0.00033,-3.602437
128,114.56568622589111,0.007888,3.600008,-0.000331,-3.602437
129,115.42605113983154,0.012833,3.600008,-0.00033,-3.602437
130,116.29106736183167,0.012804,3.600008,-0.00033,-3.602437
131,117.16184091567993,0.001257,3.600008,-0.00033,-3.602437
132,118.02082657814026,0.001257,3.600008,-0.000329,-3.602437
133,118.93536877632141,0.001261,3.600008,-0.00033,-3.602437
134,119.85402822494507,0.001259,3.600008,-0.00033,-3.602437
135,120.76634693145752,0.001257,3.600008,-0.00033,-3.602437
136,121.68306040763855,0.001259,3.600008,-0.00033,-3.602437
137,122.59970879554749,0.001266,3.600008,-0.00033,-3.602437
138,123.50928783416748,0.001259,3.600008,-0.00033,-3.602437
139,124.42886233329773,0.001264,3.600008,-0.00033,-3.602437
140,125.34308934211731,0.001262,3.600008,-0.00033,-3.602437
141,126.25529336929321,0.001259,3.600008,-0.00033,-3.603272
142,127.16757035255432,0.001259,3.600008,-0.00033,-3.602437
143,128.07718467712402,0.001261,3.600008,-0.00033,-3.602437
144,128.99210596084595,0.001259,3.600008,-0.00033,-3.602437
145,129.90563988685608,0.001259,3.600008,-0.00033,-3.602437
146,130.82645869255066,0.001259,3.600008,-0.000329,-3.603272
147,131.73849773406982,0.001391,3.600008,-0.00033,-3.602437
148,132.65542697906494,0.001259,3.600008,-0.00033,-3.602437
149,133.57182717323303,0.001261,3.600008,-0.00033,-3.602437
150,134.4851016998291,0.003357,3.600008,-0.00033,-3.602437
151,135.4016261100769,0.012833,3.600008,-0.00033,-3.603272
152,136.30798387527466,0.012811,3.600008,-0.00033,-3.603272
153,137.2289764881134,0.001259,3.600008,-0.00033,-3.602437
154,138.13767409324646,0.001261,3.600008,-0.00033,-3.602437
155,139.0573558807373,0.001261,3.600008,-0.00033,-3.602437
156,139.96907114982605,0.001257,3.600008,-0.00033,-3.602437
157,140.8833327293396,0.001259,3.600207,-0.00033,-3.602437
158,141.79856634140015,0.00128,3.600008,-0.00033,-3.603272
159,142.50438523292542,0.036592,3.600008,-0.00033,-3.602437
160,143.22209525108337,0.038225,3.600008,-0.00033,-3.602437
161,143.9316747188568,0.038714,3.600008,-0.00033,-3.602437
162,144.64112162590027,0.038878,3.600008,-0.00033,-3.602437
163,145.353351354599,0.038878,3.600008,-0.000331,-3.602437
164,146.0605137348175,0.038878,3.600008,-0.000332,-3.602437
165,146.77412223815918,0.038878,3.600008,-0.000331,-3.602437
166,147.48449087142944,0.039041,3.600008,-0.000331,-3.602437
167,148.1931676864624,0.038878,3.600008,-0.000331,-3.602437
168,148.9063596725464,0.039041,3.600008,-0.000331,-3.602437
169,149.61042666435242,0.038878,3.600008,-0.00033,-3.602437
170,150.3275444507599,0.039041,3.600008,-0.00033,-3.602437
171,151.03568935394287,0.039041,3.600008,-0.00033,-3.602437
172,151.74751114845276,0.039041,3.600008,-0.00033,-3.602437
173,152.4518096446991,0.039204,3.600008,-0.00033,-3.602437
174,153.1640088558197,0.039041,3.600008,-0.00033,-3.602437
175,153.8739173412323,0.039041,3.600008,-0.00033,-3.602437
176,154.58627557754517,0.039857,3.600008,-0.000331,-3.602437
177,155.24709486961365,0.039857,3.600008,-0.000331,-3.602437
178,155.90771102905273,0.039857,3.600008,-0.000331,-3.602437
179,156.56580924987793,0.039857,3.600008,-0.000331,-3.602437
180,157.21971654891968,0.039857,3.600008,-0.00033,-3.602437
181,157.88554430007935,0.037898,3.600008,-0.000331,-3.602437
182,158.54688596725464,0.038714,3.600008,-0.000332,-3.602437
183,159.19688844680786,0.039694,3.600008,-0.000331,-3.602437
184,159.86439275741577,0.039857,3.600008,-0.000331,-3.602437
185,160.5252501964569,0.039857,3.600008,-0.00033,-3.602437
186,161.17651104927063,0.039857,3.600008,-0.000331,-3.602437
187,161.83924674987793,0.039857,3.600008,-0.000331,-3.602437
188,162.49694275856018,0.039857,3.600008,-0.000331,-3.602437
189,163.15631222724915,0.037898,3.600008,-0.00033,-3.602437
190,163.81807851791382,0.039531,3.600008,-0.000331,-3.602437
191,164.48281073570251,0.039857,3.600008,-0.000331,-3.602437
192,165.1359076499939,0.039857,3.600008,-0.00033,-3.602437
193,165.79752683639526,0.04002,3.600008,-0.00033,-3.602437
194,166.45247197151184,0.039857,3.600008,-0.00033,-3.603272
195,167.11106848716736,0.04002,3.600008,-0.00033,-3.602437
196,167.77547240257263,0.037735,3.600008,-0.00033,-3.602437
197,168.43497037887573,0.038714,3.600008,-0.000331,-3.602437
198,169.09348964691162,0.039531,3.600008,-0.00033,-3.602437
199,169.7485101222992,0.039694,3.600008,-0.000331,-3.602437
