,Times (s),Current (A),Current_STD (A),Voltage (V)
0,0.151382685,0.001829101,0,3.6
1,0.313224792,0.001831442,0,3.6
2,0.474257469,0.001829166,0,3.6
3,0.642864943,0.001829636,0,3.6
4,0.804111481,0.001829768,0,3.6
5,0.9740026,0.001828393,0,3.6
6,1.149918795,0.001828492,0,3.6
7,1.312425852,0.001829599,0,3.6
8,1.480669737,0.00182832,0,3.6
9,1.651081324,0.001829297,0,3.6
10,1.815951347,0.001829503,0,3.6
11,1.982260942,0.001830464,0,3.6
12,2.156732321,0.001829855,0,3.6
13,2.319787502,0.001828434,0,3.6
14,2.477475643,0.001829342,0,3.6
15,2.64393115,0.001830323,0,3.6
16,2.806786299,0.001830099,0,3.6
17,2.968962908,0.001829218,0,3.6
18,3.127001286,0.001829196,0,3.6
19,3.289463282,0.001828834,0,3.6
20,3.456473589,0.001827399,0,3.6
21,3.617760658,0.001828826,0,3.6
22,3.787558317,0.001829961,0,3.6
23,3.957885504,0.001829175,0,3.6
24,4.119843245,0.001828863,0,3.6
25,4.278908968,0.001829627,0,3.6
26,4.441046,0.001828166,0,3.6
27,4.601036787,0.00182815,0,3.6
28,4.779531002,0.001829739,0,3.6
29,4.950013399,0.001829238,0,3.6
30,5.116601944,0.002071306,0,3.6
31,5.276178122,0.001828818,0,3.6
32,5.438421249,0.00182811,0,3.6
33,5.599848032,0.001828674,0,3.6
34,5.767021894,0.001830193,0,3.6
35,5.922584534,0.001829408,0,3.6
36,6.08495903,0.001830101,0,3.6
37,6.249068737,0.001828644,0,3.6
38,6.411293745,0.001828672,0,3.6
39,6.580448627,0.001828653,0,3.6
40,6.737864256,0.001830315,0,3.6
41,6.902936697,0.001829555,0,3.6
42,7.065197229,0.001829424,0,3.6
43,7.227439404,0.001829952,0,3.6
44,7.388916254,0.001827188,0,3.6
45,7.550966263,0.001829327,0,3.6
46,7.715298891,0.001829631,0,3.6
47,7.878013134,0.001828788,0,3.6
48,8.041269064,0.001828544,0,3.6
49,8.202883005,0.001829629,0,3.6
50,8.365941048,0.001829843,0,3.6
51,8.528836012,0.001828744,0,3.6
52,8.690443277,0.001829598,0,3.6
53,8.853383064,0.001829677,0,3.6
54,9.024199247,0.001827619,0,3.6
55,9.194898605,0.001828183,0,3.6
56,9.357376337,0.001829397,0,3.6
57,9.518451452,0.001830617,0,3.6
58,9.685837746,0.001830684,0,3.6
59,9.855716705,0.001829952,0,3.6
60,10.01898837,0.001829876,0,3.6
61,10.1794827,0.00183008,0,3.6
62,10.34802437,0.001828954,0,3.6
63,10.50985432,0.001829906,0,3.6
64,10.66905737,0.00182931,0,3.6
65,10.83890533,0.001830499,0,3.6
66,11.00423217,0.001827945,0,3.6
67,11.15985227,0.001829459,0,3.6
68,11.32100654,0.001829762,0,3.6
69,11.48111558,0.001828615,0,3.6
70,11.65048361,0.01286343,0,3.6
71,11.81172204,0.01329267,0,3.6
72,11.97154808,0.01339928,0,3.6
73,12.1330812,0.01325371,0,3.6
74,12.30211711,0.01341193,0,3.6
75,12.46933675,0.01324303,0,3.6
76,12.63396096,0.01320414,0,3.6
77,12.79261827,0.0131779,0,3.6
78,12.95788503,0.01321992,0,3.6
79,13.12904406,0.01336862,0,3.6
80,13.29976201,0.01317916,0,3.6
81,13.45933056,0.01544782,0,3.6
82,13.63103557,0.00186935,0,3.6
83,13.79224467,0.00182984,0,3.6
84,13.96035051,0.001829543,0,3.6
85,14.12318778,0.001830802,0,3.6
86,14.29127407,0.001829071,0,3.6
87,14.45287633,0.001829056,0,3.6
88,14.6143434,0.001830543,0,3.6
89,14.78159142,0.001830477,0,3.6
90,14.94403839,0.001830166,0,3.6
91,15.11360168,0.001829993,0,3.6
92,15.2837441,0.001830802,0,3.6
93,15.44440651,0.0018299,0,3.6
94,15.61465526,0.001829269,0,3.6
95,15.7756207,0.001832003,0,3.6
96,15.94968772,0.001829328,0,3.6
97,16.11279368,0.001830377,0,3.6
98,16.28697968,0.001829606,0,3.6
99,16.44841504,0.001828668,0,3.6
100,16.61743212,0.001829646,0,3.6
101,16.78771877,0.00182883,0,3.6
102,16.95339465,0.001829625,0,3.6
103,17.11941242,0.001829983,0,3.6
104,17.27975297,0.001829802,0,3.6
105,17.45102167,0.001829398,0,3.6
106,17.62407637,0.001830075,0,3.6
107,17.79061937,0.001830481,0,3.6
108,17.95212293,0.001827854,0,3.6
109,18.12388253,0.001830064,0,3.6
110,18.29265118,0.001829494,0,3.6
111,18.45307159,0.001830038,0,3.6
112,18.63266158,0.001829877,0,3.6
113,18.79938269,0.001830681,0,3.6
114,18.96993542,0.001830762,0,3.6
115,19.1408236,0.001829206,0,3.6
116,19.31537056,0.001831184,0,3.6
117,19.48539639,0.001829001,0,3.6
118,19.65436602,0.001828702,0,3.6
119,19.8214035,0.001830667,0,3.6
120,19.99258351,0.001832768,0,3.6
121,20.16684508,0.001833267,0,3.6
122,20.31800365,0.001828831,0,3.6
123,20.48997498,0.001825581,0,3.6
124,20.65905952,0.001828734,0,3.6
125,20.82919765,0.001827173,0,3.6
126,20.99797368,0.001830389,0,3.6
127,21.15913987,0.001829672,0,3.6
128,21.32931614,0.001830634,0,3.6
129,21.48999262,0.001830871,0,3.6
130,21.66068935,0.001831942,0,3.6
131,21.82878304,0.001829427,0,3.6
132,21.9869976,0.001830181,0,3.6
133,22.14897108,0.001828819,0,3.6
134,22.3112464,0.001827538,0,3.6
135,22.47755551,0.001830023,0,3.6
136,22.64541221,0.001828771,0,3.6
137,22.80656123,0.001830468,0,3.6
138,22.96716523,0.001829683,0,3.6
139,23.1329329,0.00182786,0,3.6
140,23.30359149,0.001829867,0,3.6
141,23.46570015,0.001830171,0,3.6
142,23.63007116,0.00183025,0,3.6
143,23.79032993,0.00183054,0,3.6
144,23.9518497,0.001829063,0,3.6
145,24.11231351,0.00182951,0,3.6
146,24.2743125,0.001828941,0,3.6
147,24.43407249,0.001830272,0,3.6
148,24.59248018,0.001828581,0,3.6
149,24.75226498,0.001830837,0,3.6
150,24.91355515,0.001828316,0,3.6
151,25.07399487,0.001830779,0,3.6
152,25.24420261,0.001830061,0,3.6
153,25.40306783,0.001828572,0,3.6
154,25.57516098,0.001829311,0,3.6
155,25.74347878,0.001830277,0,3.6
