,Times (s),Current (A),Current_STD (A),Voltage (V)
0,0.16664552688598633,0.01448183,0.0,3.6
1,0.3480043411254883,0.01448497,0.0,3.6
2,0.5293872356414795,0.0144871,0.0,3.6
3,0.6997146606445312,0.0144853,0.0,3.6
4,0.8825259208679199,0.01448341,0.0,3.6
5,1.0547914505004883,0.01448091,0.0,3.6
6,1.2369959354400635,0.01447603,0.0,3.6
7,1.4092636108398438,0.01447994,0.0,3.6
8,1.5888638496398926,0.01448271,0.0,3.6
9,1.7734966278076172,0.01448259,0.0,3.6
10,1.9578964710235596,0.01448526,0.0,3.6
11,2.1270010471343994,0.01448325,0.0,3.6
12,2.298273801803589,0.01448292,0.0,3.6
13,2.4809954166412354,0.01448103,0.0,3.6
14,2.663818359375,0.01448719,0.0,3.6
15,2.8329243659973145,0.01448596,0.0,3.6
16,3.000040054321289,0.01448585,0.0,3.6
17,3.1685521602630615,0.01448624,0.0,3.6
18,3.3407068252563477,0.01448559,0.0,3.6
19,3.5100910663604736,0.01448451,0.0,3.6
20,3.67755126953125,0.01448262,0.0,3.6
21,3.8616812229156494,0.01448596,0.0,3.6
22,4.042489767074585,0.01448331,0.0,3.6
23,4.228508472442627,0.01448216,0.0,3.6
24,4.402095794677734,0.01448417,0.0,3.6
25,4.579667329788208,0.01448328,0.0,3.6
26,4.748793601989746,0.01448599,0.0,3.6
27,4.92996072769165,0.01448714,0.0,3.6
28,5.097740650177002,0.01448621,0.0,3.6
29,5.267041444778442,0.01448302,0.0,3.6
30,5.4346277713775635,0.01448971,0.0,3.6
31,5.605071306228638,0.01448748,0.0,3.6
32,5.779478073120117,0.01448544,0.0,3.6
33,5.9617760181427,0.01448285,0.0,3.6
34,6.143083572387695,0.01448647,0.0,3.6
35,6.324943780899048,0.01448603,0.0,3.6
36,6.508682727813721,0.01448487,0.0,3.6
37,6.69289493560791,0.01448249,0.0,3.6
38,6.876030206680298,0.01448445,0.0,3.6
39,7.060222387313843,0.01448556,0.0,3.6
40,7.2313501834869385,0.01448321,0.0,3.6
41,7.413530588150024,0.01448586,0.0,3.6
42,7.584415912628174,0.01449075,0.0,3.6
