,Times (s),Current (A),Current_STD (A),Voltage (V)
0,0.17196917533874512,0.01449568,0.0,3.6
1,0.3426175117492676,0.01449646,0.0,3.6
2,0.513728141784668,0.01449339,0.0,3.6
3,0.6856763362884521,0.01449863,0.0,3.6
4,0.8563697338104248,0.01449947,0.0,3.6
5,1.029609203338623,0.01449796,0.0,3.6
6,1.1996574401855469,0.01449752,0.0,3.6
7,1.371659755706787,0.01449786,0.0,3.6
8,1.556628704071045,0.01449716,0.0,3.6
9,1.7273902893066406,0.01449305,0.0,3.6
10,1.9004740715026855,0.01449246,0.0,3.6
11,2.070434093475342,0.01449432,0.0,3.6
12,2.2416534423828125,0.01449517,0.0,3.6
13,2.4121313095092773,0.01449502,0.0,3.6
14,2.5826423168182373,0.01449464,0.0,3.6
15,2.7542669773101807,0.01449512,0.0,3.6
16,2.9257075786590576,0.01448987,0.0,3.6
17,3.0949623584747314,0.01448837,0.0,3.6
18,3.2673821449279785,0.01448936,0.0,3.6
19,3.4385058879852295,0.0144886,0.0,3.6
20,3.6106719970703125,0.02816297,0.0,3.6
21,3.7807915210723877,0.03389083,0.0,3.6
22,3.950201988220215,0.03133114,0.0,3.6
23,4.1224799156188965,0.02770952,0.0,3.6
24,4.291734933853149,0.03281566,0.0,3.6
25,4.4641993045806885,0.02983238,0.0,3.6
26,4.636017084121704,0.02791352,0.0,3.6
27,4.80739951133728,0.03761297,0.0,3.6
28,4.9791765213012695,0.03763768,0.0,3.6
29,5.151238203048706,0.03771215,0.0,3.6
30,5.321693658828735,0.03779874,0.0,3.6
31,5.492472887039185,0.03786004,0.0,3.6
32,5.664339780807495,0.03790644,0.0,3.6
33,5.83551549911499,0.03793282,0.0,3.6
34,6.007062673568726,0.0379521,0.0,3.6
35,6.178229570388794,0.03796255,0.0,3.6
36,6.346650123596191,0.03796826,0.0,3.6
37,6.519345760345459,0.03796852,0.0,3.6
38,6.691789388656616,0.0379732,0.0,3.6
39,6.861122369766235,0.03797746,0.0,3.6
40,7.0312230587005615,0.03797575,0.0,3.6
41,7.202176570892334,0.03797825,0.0,3.6
42,7.373913764953613,0.03797542,0.0,3.6
43,7.544646978378296,0.03797667,0.0,3.6
44,7.715251445770264,0.0379784,0.0,3.6
45,7.886512279510498,0.03797526,0.0,3.6
46,8.057104110717773,0.03797522,0.0,3.6
47,8.227195739746094,0.03797647,0.0,3.6
48,8.401278257369995,0.03797856,0.0,3.6
49,8.572262525558472,0.03797471,0.0,3.6
50,8.742861032485962,0.03797596,0.0,3.6
51,8.912508010864258,0.03797516,0.0,3.6
52,9.082824230194092,0.03260688,0.0,3.6
53,9.254006147384644,0.0285593,0.0,3.6
54,9.424619436264038,0.02914791,0.0,3.6
55,9.595715045928955,0.02928369,0.0,3.6
56,9.76929759979248,0.02866024,0.0,3.6
57,9.9414701461792,0.03478973,0.0,3.6
58,10.11132264137268,0.03257667,0.0,3.6
59,10.282533645629883,0.03335104,0.0,3.6
60,10.454097270965576,0.03431893,0.0,3.6
61,10.623151302337646,0.02984593,0.0,3.6
62,10.795550346374512,0.03152898,0.0,3.6
63,10.968477249145508,0.03081115,0.0,3.6
64,11.138622283935547,0.02933665,0.0,3.6
65,11.310507774353027,0.02936915,0.0,3.6
66,11.481000423431396,0.03017701,0.0,3.6
67,11.651023149490356,0.03211241,0.0,3.6
68,11.822662353515625,0.03147309,0.0,3.6
69,11.992910861968994,0.03192968,0.0,3.6
70,12.163720607757568,0.03490266,0.0,3.6
71,12.335632562637329,0.03009515,0.0,3.6
72,12.504006385803223,0.02870151,0.0,3.6
73,12.674545526504517,0.03060603,0.0,3.6
74,12.84488821029663,0.03006049,0.0,3.6
75,13.015199661254883,0.03585146,0.0,3.6
76,13.18942403793335,0.0284977,0.0,3.6
77,13.359715700149536,0.03509352,0.0,3.6
78,13.532644510269165,0.02975189,0.0,3.6
79,13.702310562133789,0.03596111,0.0,3.6
80,13.873109579086304,0.03181651,0.0,3.6
