,Times (s),Current (A),Current_STD (A),Voltage (V)
0,0.16981101036071777,0.01448411,0.0,3.6
1,0.3543391227722168,0.01448298,0.0,3.6
2,0.5378363132476807,0.01448607,0.0,3.6
3,0.7082946300506592,0.0144862,0.0,3.6
4,0.8791601657867432,0.01448592,0.0,3.6
5,1.051699161529541,0.01448883,0.0,3.6
6,1.2220017910003662,0.01448675,0.0,3.6
7,1.3937506675720215,0.01448773,0.0,3.6
8,1.5631392002105713,0.01448529,0.0,3.6
9,1.7342710494995117,0.01448633,0.0,3.6
10,1.9060800075531006,0.01448557,0.0,3.6
11,2.077332019805908,0.014486,0.0,3.6
12,2.248931407928467,0.01448554,0.0,3.6
13,2.420072555541992,0.01448671,0.0,3.6
14,2.5905070304870605,0.0144888,0.0,3.6
15,2.7611613273620605,0.01448624,0.0,3.6
16,2.932543992996216,0.01449006,0.0,3.6
17,3.104356527328491,0.01449106,0.0,3.6
18,3.2772631645202637,0.0144883,0.0,3.6
19,3.4484972953796387,0.01448668,0.0,3.6
20,3.6211392879486084,0.01448456,0.0,3.6
21,3.791059732437134,0.01448801,0.0,3.6
22,3.9624686241149902,0.01448579,0.0,3.6
23,4.134775400161743,0.01448613,0.0,3.6
24,4.307168245315552,0.01448711,0.0,3.6
25,4.476484060287476,0.01448231,0.0,3.6
26,4.6480371952056885,0.01448461,0.0,3.6
27,4.821510076522827,0.01448365,0.0,3.6
28,4.992048501968384,0.01448506,0.0,3.6
29,5.163017272949219,0.01448494,0.0,3.6
30,5.347914457321167,0.01448861,0.0,3.6
31,5.519644737243652,0.01448518,0.0,3.6
32,5.690617322921753,0.01448641,0.0,3.6
33,5.861541509628296,0.01448368,0.0,3.6
34,6.047404050827026,0.01448363,0.0,3.6
35,6.230537176132202,0.0144883,0.0,3.6
36,6.402850389480591,0.01448487,0.0,3.6
37,6.573312044143677,0.01448404,0.0,3.6
38,6.743813991546631,0.01448773,0.0,3.6
39,6.913512945175171,0.01448499,0.0,3.6
40,7.083579778671265,0.0144882,0.0,3.6
41,7.253294944763184,0.01448495,0.0,3.6
42,7.424649238586426,0.01448574,0.0,3.6
43,7.594598054885864,0.01448656,0.0,3.6
44,7.767489194869995,0.01448827,0.0,3.6
45,7.937888145446777,0.014488,0.0,3.6
46,8.109853744506836,0.01448452,0.0,3.6
47,8.282051801681519,0.0144884,0.0,3.6
48,8.451778411865234,0.01448732,0.0,3.6
49,8.621082067489624,0.01448598,0.0,3.6
50,8.794888973236084,0.01448782,0.0,3.6
51,8.965425729751587,0.01448681,0.0,3.6
52,9.13676643371582,0.01448893,0.0,3.6
53,9.307179927825928,0.01448608,0.0,3.6
54,9.479021310806274,0.01448601,0.0,3.6
55,9.652320146560669,0.01448573,0.0,3.6
56,9.824456453323364,0.01448402,0.0,3.6
57,9.994925737380981,0.01448764,0.0,3.6
58,10.16630506515503,0.01448644,0.0,3.6
59,10.337459325790405,0.01448435,0.0,3.6
60,10.509011268615723,0.01448532,0.0,3.6
61,10.680585861206055,0.01448415,0.0,3.6
62,10.851216793060303,0.01448445,0.0,3.6
63,11.024354934692383,0.01448472,0.0,3.6
64,11.194258213043213,0.01448285,0.0,3.6
65,11.36592411994934,0.0126434,0.0,3.6
66,11.537632942199707,0.01248454,0.0,3.6
67,11.708043575286865,0.0125399,0.0,3.6
68,11.88019847869873,0.01327958,0.0,3.6
69,12.050307989120483,0.01245314,0.0,3.6
70,12.234211444854736,0.01245275,0.0,3.6
71,12.405269145965576,0.01245032,0.0,3.6
72,12.574205875396729,0.0124772,0.0,3.6
73,12.74483060836792,0.01244982,0.0,3.6
74,12.916173696517944,0.01242124,0.0,3.6
75,13.086812496185303,0.0124484,0.0,3.6
76,13.256688356399536,0.0144702,0.0,3.6
77,13.428765296936035,0.01447327,0.0,3.6
78,13.598406553268433,0.01447759,0.0,3.6
79,13.770323753356934,0.01447787,0.0,3.6
80,13.942362070083618,0.01448379,0.0,3.6
81,14.126277446746826,0.01448426,0.0,3.6
82,14.29893708229065,0.02793627,0.0,3.6
83,14.470562934875488,0.02792377,0.0,3.6
84,14.639691591262817,0.02803268,0.0,3.6
85,14.807250738143921,0.03214568,0.0,3.6
86,14.976937294006348,0.03041853,0.0,3.6
87,15.146371841430664,0.03453925,0.0,3.6
88,15.315378427505493,0.02790467,0.0,3.6
89,15.485000848770142,0.03580313,0.0,3.6
90,15.655202388763428,0.02791731,0.0,3.6
91,15.823657989501953,0.03662543,0.0,3.6
92,15.994132280349731,0.03226398,0.0,3.6
93,16.178383588790894,0.0366412,0.0,3.6
94,16.34797763824463,0.03516714,0.0,3.6
95,16.51711940765381,0.02791956,0.0,3.6
96,16.688165187835693,0.02963207,0.0,3.6
97,16.85852861404419,0.03576589,0.0,3.6
98,17.02997398376465,0.0283701,0.0,3.6
99,17.201273441314697,0.02792953,0.0,3.6
100,17.373183012008667,0.02774361,0.0,3.6
101,17.542394161224365,0.03389528,0.0,3.6
102,17.71311640739441,0.03661986,0.0,3.6
103,17.882771015167236,0.0366639,0.0,3.6
104,18.051939487457275,0.03675317,0.0,3.6
105,18.223900079727173,0.03682551,0.0,3.6
106,18.393159866333008,0.03687725,0.0,3.6
107,18.562254667282104,0.03691178,0.0,3.6
108,18.73042392730713,0.03693617,0.0,3.6
109,18.901466369628906,0.03694796,0.0,3.6
110,19.07136607170105,0.03695537,0.0,3.6
111,19.241761922836304,0.03696278,0.0,3.6
112,19.411882400512695,0.03696723,0.0,3.6
113,19.584231853485107,0.03696875,0.0,3.6
114,19.753329515457153,0.03696736,0.0,3.6
115,19.924946546554565,0.03696986,0.0,3.6
116,20.099006175994873,0.03697344,0.0,3.6
117,20.272815704345703,0.03696946,0.0,3.6
118,20.441996335983276,0.03696977,0.0,3.6
119,20.607869625091553,0.03697127,0.0,3.6
120,20.772190809249878,0.03697269,0.0,3.6
121,20.940786600112915,0.03696863,0.0,3.6
122,21.108872175216675,0.03697184,0.0,3.6
123,21.275044918060303,0.03697226,0.0,3.6
124,21.45509099960327,0.03697274,0.0,3.6
125,21.630823612213135,0.03696626,0.0,3.6
126,21.799734354019165,0.03697088,0.0,3.6
127,21.97933554649353,0.03697254,0.0,3.6
128,22.14754581451416,0.03696462,0.0,3.6
129,22.322417974472046,0.03697134,0.0,3.6
130,22.48922061920166,0.03697042,0.0,3.6
131,22.671783685684204,0.03697122,0.0,3.6
132,22.841085195541382,0.0369698,0.0,3.6
133,23.01288151741028,0.03696713,0.0,3.6
134,23.189321756362915,0.03664783,0.0,3.6
135,23.3620765209198,0.03669635,0.0,3.6
136,23.54282832145691,0.03678148,0.0,3.6
137,23.7150981426239,0.03682544,0.0,3.6
138,23.88494324684143,0.03690532,0.0,3.6
139,24.05599069595337,0.03693248,0.0,3.6
140,24.227834939956665,0.03694718,0.0,3.6
141,24.400333166122437,0.03695723,0.0,3.6
142,24.5708270072937,0.03696548,0.0,3.6
143,24.743311166763306,0.03696585,0.0,3.6
144,24.915944576263428,0.03696492,0.0,3.6
145,25.087391138076782,0.03696734,0.0,3.6
146,25.2591392993927,0.03696812,0.0,3.6
147,25.429460048675537,0.0369665,0.0,3.6
148,25.600311994552612,0.03697053,0.0,3.6
149,25.773499727249146,0.03697138,0.0,3.6
150,25.945828914642334,0.03697111,0.0,3.6
151,26.115661144256592,0.03697041,0.0,3.6
152,26.285258054733276,0.03780161,0.0,3.6
153,26.455687761306763,0.03779788,0.0,3.6
154,26.62697124481201,0.03779911,0.0,3.6
155,26.795068979263306,0.03779784,0.0,3.6
156,26.9681875705719,0.037793,0.0,3.6
157,27.139153003692627,0.03779651,0.0,3.6
158,27.314589977264404,0.03779844,0.0,3.6
159,27.48108434677124,0.03780117,0.0,3.6
160,27.663339853286743,0.03780077,0.0,3.6
161,27.83630108833313,0.03779865,0.0,3.6
162,28.010027170181274,0.03778378,0.0,3.6
163,28.184693336486816,0.03779692,0.0,3.6
164,28.354815006256104,0.03779792,0.0,3.6
165,28.523704051971436,0.03779837,0.0,3.6
166,28.69503140449524,0.03780049,0.0,3.6
167,28.864931106567383,0.03779468,0.0,3.6
168,29.038081884384155,0.03779067,0.0,3.6
169,29.208306789398193,0.03779203,0.0,3.6
170,29.380566120147705,0.03779408,0.0,3.6
171,29.553048372268677,0.0377935,0.0,3.6
172,29.725595951080322,0.03779441,0.0,3.6
173,29.8966863155365,0.03779848,0.0,3.6
174,30.06689214706421,0.03780152,0.0,3.6
175,30.23754358291626,0.0378007,0.0,3.6
176,30.40849232673645,0.03779702,0.0,3.6
177,30.57955026626587,0.03779855,0.0,3.6
178,30.752751350402832,0.03779662,0.0,3.6
179,30.925560235977173,0.03779342,0.0,3.6
180,31.09598708152771,0.0377883,0.0,3.6
181,31.26589322090149,0.03778566,0.0,3.6
182,31.436908721923828,0.03778351,0.0,3.6
183,31.60925579071045,0.03778654,0.0,3.6
184,31.779170989990234,0.03748614,0.0,3.6
185,31.95162582397461,0.03751915,0.0,3.6
186,32.122968435287476,0.03760226,0.0,3.6
187,32.29471158981323,0.0376728,0.0,3.6
188,32.46476483345032,0.03772369,0.0,3.6
189,32.63672232627869,0.03775461,0.0,3.6
190,32.80731534957886,0.03785298,0.0,3.6
191,32.9792582988739,0.03778056,0.0,3.6
192,33.15031433105469,0.03778522,0.0,3.6
193,33.3203501701355,0.037785,0.0,3.6
194,33.489378213882446,0.03778833,0.0,3.6
195,33.65999221801758,0.03779134,0.0,3.6
