,Times (s),Current (A),Current_STD (A),Voltage (V)
0,0.16963410377502441,0.01448379,0.0,3.6
1,0.341510534286499,0.01448619,0.0,3.6
2,0.5120067596435547,0.01448512,0.0,3.6
3,0.6839017868041992,0.01448586,0.0,3.6
4,0.8539481163024902,0.0144849,0.0,3.6
5,1.0246288776397705,0.01448328,0.0,3.6
6,1.1958587169647217,0.01448255,0.0,3.6
7,1.366370439529419,0.01448348,0.0,3.6
8,1.5378620624542236,0.01448396,0.0,3.6
9,1.710627794265747,0.01448182,0.0,3.6
10,1.880918264389038,0.0144859,0.0,3.6
11,2.0516421794891357,0.01448681,0.0,3.6
12,2.223132610321045,0.0144855,0.0,3.6
13,2.394482374191284,0.01448656,0.0,3.6
14,2.565014362335205,0.01448624,0.0,3.6
15,2.7364320755004883,0.01448612,0.0,3.6
16,2.906139612197876,0.01448598,0.0,3.6
17,3.075305223464966,0.01448485,0.0,3.6
18,3.24497127532959,0.01448558,0.0,3.6
19,3.415802240371704,0.0144841,0.0,3.6
20,3.58492112159729,0.01448603,0.0,3.6
21,3.755171537399292,0.01448592,0.0,3.6
22,3.925952434539795,0.01448641,0.0,3.6
23,4.097898006439209,0.01448601,0.0,3.6
24,4.268872261047363,0.01448486,0.0,3.6
25,4.4403076171875,0.01448597,0.0,3.6
26,4.610208034515381,0.01448491,0.0,3.6
27,4.778478384017944,0.01448601,0.0,3.6
28,4.9498450756073,0.01448607,0.0,3.6
29,5.120162725448608,0.01448612,0.0,3.6
30,5.288721561431885,0.01448442,0.0,3.6
31,5.459667205810547,0.01448427,0.0,3.6
32,5.628619432449341,0.01448469,0.0,3.6
33,5.800198316574097,0.01448274,0.0,3.6
34,5.9704270362854,0.0144843,0.0,3.6
35,6.140653133392334,0.01448371,0.0,3.6
36,6.310959815979004,0.01448612,0.0,3.6
37,6.485105991363525,0.0144838,0.0,3.6
38,6.669398784637451,0.01448292,0.0,3.6
39,6.84107780456543,0.01448422,0.0,3.6
40,7.011911869049072,0.01448305,0.0,3.6
41,7.182318210601807,0.01448443,0.0,3.6
42,7.353389263153076,0.01448358,0.0,3.6
43,7.523590564727783,0.01448392,0.0,3.6
44,7.6940529346466064,0.01448396,0.0,3.6
45,7.868533372879028,0.0144829,0.0,3.6
46,8.03632640838623,0.01448295,0.0,3.6
47,8.2171049118042,0.01448439,0.0,3.6
48,8.397230863571167,0.02743016,0.0,3.6
49,8.580641984939575,0.02956369,0.0,3.6
50,8.765362977981567,0.02866419,0.0,3.6
51,8.937246322631836,0.03166471,0.0,3.6
52,9.106398344039917,0.02794297,0.0,3.6
53,9.274250268936157,0.03659898,0.0,3.6
54,9.443055629730225,0.03661758,0.0,3.6
55,9.612890005111694,0.03668103,0.0,3.6
56,9.784615278244019,0.03676512,0.0,3.6
57,9.954970121383667,0.03683002,0.0,3.6
58,10.137790203094482,0.03687654,0.0,3.6
59,10.315931797027588,0.03690609,0.0,3.6
60,10.49853229522705,0.03692491,0.0,3.6
61,10.681171655654907,0.03693978,0.0,3.6
62,10.851858377456665,0.0369508,0.0,3.6
63,11.032513856887817,0.03694894,0.0,3.6
64,11.214052200317383,0.03736941,0.0,3.6
65,11.385273694992065,0.03777944,0.0,3.6
66,11.553075313568115,0.03778286,0.0,3.6
67,11.722525835037231,0.0377828,0.0,3.6
68,11.905235528945923,0.03778334,0.0,3.6
69,12.07499647140503,0.03778376,0.0,3.6
70,12.246500968933105,0.03778332,0.0,3.6
71,12.4276282787323,0.03778517,0.0,3.6
72,12.608780145645142,0.03778455,0.0,3.6
73,12.787135601043701,0.03778468,0.0,3.6
74,12.965173721313477,0.0377804,0.0,3.6
75,13.140303611755371,0.03778278,0.0,3.6
76,13.323114395141602,0.03778537,0.0,3.6
77,13.502265453338623,0.03778268,0.0,3.6
78,13.6722412109375,0.03778138,0.0,3.6
79,13.85154414176941,0.03778171,0.0,3.6
80,14.02872920036316,0.03778051,0.0,3.6
81,14.194742441177368,0.03778192,0.0,3.6
82,14.373589754104614,0.03778442,0.0,3.6
83,14.545088529586792,0.03778499,0.0,3.6
84,14.720335006713867,0.03778765,0.0,3.6
85,14.898375988006592,0.03778329,0.0,3.6
86,15.078224658966064,0.03778738,0.0,3.6
87,15.247136116027832,0.03778339,0.0,3.6
88,15.41500973701477,0.03778097,0.0,3.6
89,15.582083225250244,0.03778764,0.0,3.6
90,15.75436782836914,0.03778655,0.0,3.6
91,15.936888694763184,0.03778691,0.0,3.6
92,16.111658096313477,0.03778926,0.0,3.6
93,16.292157888412476,0.03779228,0.0,3.6
94,16.470418691635132,0.03778185,0.0,3.6
95,16.644425630569458,0.03778903,0.0,3.6
96,16.821311950683594,0.03778514,0.0,3.6
97,16.990490436553955,0.0377882,0.0,3.6
98,17.172054290771484,0.03779069,0.0,3.6
99,17.34223699569702,0.0377853,0.0,3.6
100,17.51226806640625,0.03779174,0.0,3.6
101,17.68872356414795,0.0377905,0.0,3.6
102,17.861467599868774,0.03778906,0.0,3.6
103,18.03625226020813,0.03778526,0.0,3.6
104,18.20879817008972,0.03778201,0.0,3.6
105,18.37698793411255,0.03777748,0.0,3.6
106,18.543878078460693,0.03777756,0.0,3.6
107,18.72417640686035,0.03777692,0.0,3.6
108,18.892499208450317,0.0377809,0.0,3.6
109,19.076231479644775,0.03777723,0.0,3.6
110,19.25829529762268,0.03173502,0.0,3.6
111,19.441663026809692,0.03538032,0.0,3.6
112,19.623323917388916,0.0317496,0.0,3.6
113,19.79205822944641,0.03039811,0.0,3.6
114,19.965110301971436,0.03292131,0.0,3.6
115,20.135623455047607,0.03293044,0.0,3.6
116,20.31728959083557,0.03397721,0.0,3.6
117,20.497824668884277,0.03568787,0.0,3.6
118,20.665722131729126,0.02982861,0.0,3.6
119,20.844670057296753,0.02979163,0.0,3.6
120,21.01471734046936,0.03187528,0.0,3.6
