,Times (s),Current Positive (A),Voltage Positive (V),Current Negative (A),Voltage Negative (V)
56,50.39432144165039,0.001252,3.600008,-0.00033,-3.602437
57,51.30528402328491,0.001252,3.600008,-0.000329,-3.602437
58,52.221513509750366,0.00125,3.600008,-0.000329,-3.602437
59,53.14108920097351,0.001252,3.600008,-0.00033,-3.602437
60,54.055787801742554,0.001252,3.600008,-0.00033,-3.602437
61,54.96914267539978,0.001252,3.600008,-0.00033,-3.602437
62,55.88280177116394,0.00125,3.600008,-0.00033,-3.602437
63,56.797866344451904,0.00125,3.600008,-0.000331,-3.602437
64,57.71440243721008,0.00125,3.600008,-0.00033,-3.602437
65,58.628479957580566,0.001252,3.600008,-0.000331,-3.602437
66,59.543843269348145,0.00125,3.600008,-0.00033,-3.602437
67,60.45230960845947,0.001252,3.600008,-0.00033,-3.602437
68,61.372642040252686,0.001252,3.600008,-0.000331,-3.602437
69,62.282875061035156,0.00125,3.600008,-0.00033,-3.602437
70,63.195112466812134,0.01283,3.600008,-0.00033,-3.602437
71,64.10774779319763,0.012807,3.600008,-0.00033,-3.602437
72,65.02365684509277,0.001255,3.600008,-0.000331,-3.602437
73,65.94053864479065,0.001252,3.600008,-0.00033,-3.602437
74,66.84956550598145,0.001255,3.600008,-0.00033,-3.602437
75,67.76694250106812,0.001254,3.600008,-0.00033,-3.602437
76,68.67885780334473,0.001255,3.600008,-0.00033,-3.602437
77,69.59645938873291,0.001257,3.600008,-0.00033,-3.602437
78,70.51700067520142,0.001255,3.600008,-0.00033,-3.602437
79,71.43012166023254,0.001255,3.600008,-0.00033,-3.602437
80,72.34044122695923,0.001259,3.600008,-0.00033,-3.602437
81,73.25328373908997,0.001255,3.600008,-0.00033,-3.602437
82,74.16768717765808,0.001261,3.600008,-0.00033,-3.602437
83,75.08052134513855,0.001259,3.600008,-0.00033,-3.602437
84,75.9997034072876,0.001254,3.600008,-0.00033,-3.602437
85,76.90759634971619,0.001252,3.600008,-0.000331,-3.603272
86,77.82722330093384,0.001259,3.600008,-0.00033,-3.602437
87,78.69570136070251,0.001254,3.600008,-0.00033,-3.602437
88,79.55859303474426,0.001254,3.600008,-0.00033,-3.602437
89,80.41850566864014,0.001257,3.600008,-0.00033,-3.602437
90,81.28377056121826,0.001255,3.600008,-0.00033,-3.602437
91,82.14360570907593,0.001259,3.600008,-0.00033,-3.602437
92,83.00691151618958,0.01265,3.600008,-0.000331,-3.602437
93,83.87890267372131,0.012804,3.600008,-0.00033,-3.602437
94,84.73698306083679,0.001259,3.600008,-0.00033,-3.602437
95,85.60505962371826,0.001257,3.600008,-0.000331,-3.602437
96,86.47051692008972,0.001254,3.600008,-0.00033,-3.602437
97,87.33483028411865,0.001259,3.600008,-0.000331,-3.602437
98,88.19995141029358,0.001259,3.600008,-0.00033,-3.602437
99,89.06306457519531,0.001255,3.600008,-0.00033,-3.603272
100,89.92074346542358,0.001259,3.600008,-0.00033,-3.603272
101,90.78091812133789,0.001257,3.600008,-0.00033,-3.602437
102,91.6504168510437,0.033212,3.600008,-0.00033,-3.602437
103,92.30795288085938,0.037735,3.600008,-0.00033,-3.602437
104,92.96872997283936,0.038551,3.600008,-0.00033,-3.602437
105,93.62873244285583,0.038878,3.600008,-0.00033,-3.602437
106,94.29206919670105,0.038878,3.600008,-0.00033,-3.602437
107,94.95228004455566,0.039041,3.600008,-0.00033,-3.602437
108,95.61015129089355,0.038878,3.600008,-0.00033,-3.602437
109,96.26905345916748,0.038878,3.600008,-0.00033,-3.602437
110,96.9229416847229,0.038878,3.600008,-0.00033,-3.602437
111,97.58726859092712,0.039041,3.600008,-0.00033,-3.602437
112,98.24738717079163,0.039041,3.600008,-0.000332,-3.602437
113,98.90046167373657,0.039041,3.600008,-0.000331,-3.602437
114,99.56811261177063,0.039041,3.600008,-0.00033,-3.602437
115,100.22774171829224,0.039041,3.600008,-0.00033,-3.602437
116,100.88110518455505,0.039041,3.600008,-0.000331,-3.602437
117,101.54405951499939,0.039041,3.600008,-0.000332,-3.602437
118,102.2053279876709,0.035776,3.600008,-0.00033,-3.602437
119,102.8642725944519,0.039041,3.600008,-0.000331,-3.602437
120,103.57075214385986,0.039531,3.600008,-0.00033,-3.602437
121,104.27820491790771,0.039857,3.600008,-0.00033,-3.602437
122,104.99502038955688,0.039857,3.600008,-0.00033,-3.602437
123,105.70100164413452,0.039857,3.600008,-0.000331,-3.602437
124,106.41506910324097,0.039857,3.600008,-0.000331,-3.602437
125,107.12133145332336,0.039857,3.600008,-0.00033,-3.602437
126,107.83486557006836,0.039857,3.600008,-0.00033,-3.602437
127,108.5462601184845,0.039857,3.600008,-0.00033,-3.602437
128,109.25754380226135,0.039694,3.600008,-0.00033,-3.602437
129,109.96544575691223,0.039857,3.600008,-0.000331,-3.602437
130,110.68000817298889,0.039857,3.600008,-0.000331,-3.602437
131,111.38491177558899,0.039857,3.600008,-0.000331,-3.602437
132,112.09776711463928,0.039857,3.600008,-0.00033,-3.602437
133,112.80452370643616,0.038878,3.600008,-0.00033,-3.602437
134,113.52058434486389,0.039694,3.600008,-0.000331,-3.602437
135,114.23148679733276,0.039857,3.600008,-0.000332,-3.602437
136,114.93721175193787,0.039857,3.600008,-0.000332,-3.602437
137,115.65289092063904,0.039857,3.600008,-0.000331,-3.602437
138,116.35576391220093,0.039857,3.600008,-0.000331,-3.602437
139,117.07311153411865,0.04002,3.600008,-0.00033,-3.602437
140,117.77554249763489,0.031369,3.600008,-0.00033,-3.602437
141,118.43868279457092,0.031859,3.600008,-0.00033,-3.602437
142,119.09315586090088,0.031859,3.600008,-0.00033,-3.602437
143,119.75854992866516,0.031695,3.600008,-0.000331,-3.602437
144,120.41957545280457,0.031369,3.600008,-0.00033,-3.602437
145,121.07887053489685,0.031206,3.600008,-0.00033,-3.602437
146,121.73307490348816,0.031532,3.600008,-0.00033,-3.602437
147,122.39260053634644,0.031859,3.600008,-0.000331,-3.602437
148,123.36189150810242,0.015697,3.600008,-0.00033,-3.602437
149,124.22058200836182,0.015646,3.600008,-0.00033,-3.602437
150,125.087322473526,0.014637,3.600008,-0.00033,-3.603272
151,125.9498040676117,0.012862,3.600008,-0.00033,-3.602437
152,126.81534028053284,0.012832,3.600008,-0.00033,-3.602437
153,127.67981171607971,0.001259,3.600008,-0.00033,-3.602437
154,128.5398554801941,0.00127,3.600008,-0.00033,-3.602437
155,129.40647840499878,0.001266,3.600008,-0.00033,-3.602437
156,130.26932907104492,0.001266,3.600008,-0.00033,-3.602437
157,131.18702030181885,0.001268,3.600008,-0.00033,-3.602437
158,132.10617017745972,0.001268,3.600008,-0.00033,-3.602437
159,133.01979970932007,0.001268,3.600008,-0.00033,-3.602437
160,133.93616938591003,0.001268,3.600008,-0.00033,-3.602437
161,134.84369444847107,0.001268,3.600008,-0.00033,-3.602437
162,135.75868344306946,0.001266,3.600008,-0.00033,-3.602437
163,136.672194480896,0.001268,3.600008,-0.00033,-3.602437
164,137.5883011817932,0.001268,3.600008,-0.00033,-3.602437
165,138.50753808021545,0.001264,3.600008,-0.00033,-3.602437
166,139.4232747554779,0.001268,3.600008,-0.00033,-3.602437
167,140.329585313797,0.001268,3.600008,-0.00033,-3.602437
168,141.24277591705322,0.001264,3.600008,-0.00033,-3.602437
169,142.15958499908447,0.001266,3.600008,-0.00033,-3.602437
170,143.0808219909668,0.001266,3.600008,-0.00033,-3.602437
171,143.99138474464417,0.001264,3.600008,-0.00033,-3.602437
172,144.90731549263,0.012539,3.600008,-0.00033,-3.602437
173,145.8172311782837,0.012814,3.600008,-0.000331,-3.602437
174,146.7318651676178,0.001266,3.600008,-0.00033,-3.602437
175,147.65113258361816,0.001268,3.600008,-0.00033,-3.602437
176,148.56997227668762,0.001268,3.600008,-0.000329,-3.602437
177,149.4277856349945,0.001266,3.600008,-0.00033,-3.602437
178,150.2948796749115,0.001268,3.600008,-0.00033,-3.602437
179,151.1585693359375,0.001266,3.600008,-0.000329,-3.602437
180,152.024311542511,0.001259,3.600008,-0.00033,-3.602437
181,152.8860149383545,0.011743,3.600008,-0.00033,-3.602437
182,153.5428910255432,0.037408,3.600008,-0.00033,-3.602437
183,154.20238733291626,0.038551,3.600008,-0.000331,-3.602437
184,154.8641996383667,0.038878,3.600008,-0.00033,-3.602437
185,155.52558064460754,0.039041,3.600008,-0.00033,-3.602437
186,156.17996263504028,0.039041,3.600008,-0.000331,-3.602437
187,156.8963475227356,0.039041,3.600008,-0.00033,-3.602437
188,157.5992147922516,0.039041,3.600008,-0.00033,-3.602437
189,158.3126609325409,0.039041,3.600008,-0.00033,-3.602437
190,159.02441334724426,0.031206,3.600008,-0.00033,-3.602437
191,159.7343978881836,0.031042,3.600008,-0.00033,-3.602437
192,160.4480104446411,0.031042,3.600008,-0.00033,-3.602437
193,161.15448641777039,0.030879,3.600008,-0.00033,-3.602437
194,161.86521649360657,0.030553,3.600008,-0.00033,-3.602437
195,162.5744984149933,0.030553,3.600008,-0.00033,-3.602437
196,163.2883117198944,0.030879,3.600008,-0.00033,-3.602437
197,163.99097514152527,0.031042,3.600008,-0.000331,-3.602437
198,164.70704865455627,0.031532,3.600008,-0.00033,-3.602437
199,165.61976504325867,0.015449,3.600008,-0.00033,-3.602437
200,166.53382015228271,0.015491,3.600008,-0.00033,-3.602437
201,167.24897599220276,0.038061,3.600008,-0.000331,-3.602437
202,167.95402026176453,0.04002,3.600008,-0.000331,-3.602437
203,168.6618776321411,0.04051,3.600008,-0.00033,-3.602437
204,169.37965297698975,0.040673,3.600008,-0.000329,-3.602437
205,170.08507895469666,0.040673,3.600008,-0.00033,-3.602437
206,170.79451441764832,0.040836,3.600008,-0.000331,-3.602437
207,171.50920748710632,0.040836,3.600008,-0.00033,-3.602437
208,172.21871066093445,0.040836,3.600008,-0.00033,-3.602437
209,172.92590141296387,0.040673,3.600008,-0.00033,-3.602437
210,173.635728597641,0.040836,3.600008,-0.00033,-3.602437
211,174.29670882225037,0.038878,3.600008,-0.00033,-3.602437
212,174.95591163635254,0.04051,3.600008,-0.00033,-3.602437
213,175.61979937553406,0.040673,3.600008,-0.00033,-3.602437
214,176.2778024673462,0.040836,3.600008,-0.000331,-3.602437
215,176.93639016151428,0.040836,3.600008,-0.00033,-3.602437
216,177.60130643844604,0.040836,3.600008,-0.000331,-3.602437
217,178.2508988380432,0.040836,3.600008,-0.000331,-3.602437
218,178.91675186157227,0.040836,3.600008,-0.000332,-3.602437
219,179.57405996322632,0.040836,3.600008,-0.00033,-3.602437
220,180.23965787887573,0.040836,3.600008,-0.00033,-3.602437
221,180.8944787979126,0.040836,3.600008,-0.000331,-3.602437
222,181.55744576454163,0.040836,3.600008,-0.000331,-3.602437
223,182.21731734275818,0.040836,3.600008,-0.00033,-3.602437
224,182.87593293190002,0.038388,3.600008,-0.00033,-3.602437
225,183.73626041412354,0.012772,3.600008,-0.00033,-3.603272
226,184.6009237766266,0.012825,3.600008,-0.00033,-3.602437
227,185.46127843856812,0.001259,3.600008,-0.00033,-3.602437
228,186.33064937591553,0.001266,3.600008,-0.00033,-3.602437
229,187.18844413757324,0.001268,3.600008,-0.00033,-3.602437
230,188.05560612678528,0.001271,3.600008,-0.00033,-3.602437
231,188.91424131393433,0.001268,3.600008,-0.00033,-3.602437
232,189.78458166122437,0.001271,3.600008,-0.00033,-3.602437
233,190.64303970336914,0.00127,3.600008,-0.000329,-3.602437
234,191.50825381278992,0.001273,3.600008,-0.00033,-3.602437
235,192.36897087097168,0.00127,3.600008,-0.00033,-3.603272
236,193.23604321479797,0.001271,3.600008,-0.00033,-3.602437
237,194.09738659858704,0.001273,3.600008,-0.000331,-3.602437
238,195.0183539390564,0.001273,3.600008,-0.00033,-3.602437
239,195.92672967910767,0.001271,3.600008,-0.00033,-3.602437
240,196.8449625968933,0.00127,3.600008,-0.000329,-3.602437
241,197.75530290603638,0.00127,3.600008,-0.00033,-3.602437
242,198.67268681526184,0.001268,3.600008,-0.00033,-3.602437
243,199.58813619613647,0.00127,3.600008,-0.00033,-3.602437
244,200.5033824443817,0.001268,3.600008,-0.00033,-3.602437
245,201.41428351402283,0.001266,3.600008,-0.00033,-3.602437
246,202.32868218421936,0.003068,3.600008,-0.000331,-3.602437
247,203.2467703819275,0.012841,3.600008,-0.00033,-3.602437
248,204.1612832546234,0.012811,3.600008,-0.00033,-3.602437
249,205.0741672515869,0.001266,3.600008,-0.00033,-3.602437
250,205.98782300949097,0.001266,3.600008,-0.00033,-3.602437
251,206.90704607963562,0.001266,3.600008,-0.00033,-3.602437
252,207.81795573234558,0.001264,3.600008,-0.000331,-3.602437
253,208.73118233680725,0.001266,3.600008,-0.00033,-3.602437
254,209.64999890327454,0.001268,3.600008,-0.000331,-3.602437
255,210.3562741279602,0.037408,3.600008,-0.000331,-3.602437
256,211.07437872886658,0.038714,3.600008,-0.00033,-3.602437
257,211.78511810302734,0.038878,3.600008,-0.000331,-3.602437
258,212.49787020683289,0.039041,3.600008,-0.000331,-3.602437
259,213.20911264419556,0.039041,3.600008,-0.00033,-3.602437
260,213.91246509552002,0.039041,3.600008,-0.000331,-3.602437
261,214.63077545166016,0.039041,3.600008,-0.00033,-3.602437
262,215.33783078193665,0.039204,3.600008,-0.00033,-3.602437
263,216.0485715866089,0.039041,3.600008,-0.00033,-3.602437
264,216.75507760047913,0.039204,3.600008,-0.000331,-3.602437
265,217.46792602539062,0.039041,3.600008,-0.000331,-3.602437
266,218.17730045318604,0.039041,3.600008,-0.000331,-3.602437
267,218.895649433136,0.039204,3.600008,-0.00033,-3.602437
268,219.6047580242157,0.039041,3.600008,-0.00033,-3.602437
269,220.31937527656555,0.039204,3.600008,-0.000331,-3.602437
270,221.0219132900238,0.039041,3.600008,-0.00033,-3.602437
271,221.7378225326538,0.039041,3.600008,-0.00033,-3.602437
272,222.44632363319397,0.04002,3.600008,-0.00033,-3.602437
273,223.15451216697693,0.04002,3.600008,-0.00033,-3.602437
274,223.8684630393982,0.04002,3.600008,-0.00033,-3.602437
275,224.58188581466675,0.039857,3.600008,-0.00033,-3.602437
276,225.28688549995422,0.039857,3.600008,-0.000331,-3.602437
277,226.0034258365631,0.039857,3.600008,-0.00033,-3.602437
278,226.71367478370667,0.039857,3.600008,-0.000331,-3.602437
279,227.42948532104492,0.039857,3.600008,-0.00033,-3.602437
280,228.13213753700256,0.039857,3.600008,-0.00033,-3.602437
281,228.85108041763306,0.039857,3.600008,-0.00033,-3.602437
282,229.5610544681549,0.039857,3.600008,-0.00033,-3.602437
283,230.26353454589844,0.039857,3.600008,-0.000331,-3.602437
284,230.9776828289032,0.039857,3.600008,-0.00033,-3.602437
285,231.6907389163971,0.039857,3.600008,-0.00033,-3.602437
286,232.35422587394714,0.039694,3.600008,-0.00033,-3.602437
287,233.01245784759521,0.039857,3.600008,-0.00033,-3.602437
288,233.7241988182068,0.04002,3.600008,-0.00033,-3.602437
289,234.38162112236023,0.04002,3.600008,-0.00033,-3.602437
290,235.04111003875732,0.039857,3.600008,-0.00033,-3.602437
291,235.70025181770325,0.039857,3.600008,-0.00033,-3.602437
292,236.36573600769043,0.039857,3.600008,-0.00033,-3.602437
293,237.0203239917755,0.04002,3.600008,-0.000331,-3.602437
294,237.68273973464966,0.039857,3.600008,-0.00033,-3.602437
295,238.3436198234558,0.039857,3.600008,-0.000331,-3.602437
296,239.00449323654175,0.04002,3.600008,-0.00033,-3.602437
297,239.6607310771942,0.04002,3.600008,-0.00033,-3.602437
298,240.5281662940979,0.01276,3.600008,-0.00033,-3.603272
299,241.39244651794434,0.012823,3.600008,-0.00033,-3.602437
