,Times (s),Current Positive (A),Voltage Positive (V),Current Negative (A),Voltage Negative (V)
0,0.9180397987365723,0.017657,3.598809,-0.000335,-3.602437
1,1.8315658569335938,0.018596,3.599808,-0.000332,-3.602437
2,2.747382164001465,0.01776,3.599808,-0.000332,-3.602437
3,3.6619486808776855,0.015273,3.600008,-0.000331,-3.602437
4,4.572340726852417,0.018316,3.600008,-0.00033,-3.602437
5,5.488064765930176,0.018584,3.600008,-0.00033,-3.602437
6,6.407830238342285,0.018704,3.600008,-0.00033,-3.602437
7,7.3192360401153564,0.018559,3.600008,-0.000331,-3.602437
8,8.229768753051758,0.018619,3.600008,-0.00033,-3.602437
9,9.149722576141357,0.018344,3.600008,-0.00033,-3.602437
10,10.06137728691101,0.018792,3.600008,-0.00033,-3.602437
11,10.970758199691772,0.018785,3.600008,-0.00033,-3.602437
12,11.894788026809692,0.018563,3.600008,-0.00033,-3.602437
13,12.804273843765259,0.018811,3.600008,-0.00033,-3.602437
14,13.721956253051758,0.018515,3.600008,-0.00033,-3.602437
15,14.63616132736206,0.018291,3.600008,-0.00033,-3.602437
16,15.496955871582031,0.018774,3.600008,-0.000329,-3.602437
17,16.355941772460938,0.018631,3.600008,-0.00033,-3.602437
18,17.223899126052856,0.01858,3.600008,-0.00033,-3.602437
19,18.083536863327026,0.018769,3.600008,-0.00033,-3.602437
20,18.95457124710083,0.018827,3.600008,-0.00033,-3.602437
21,19.81467890739441,0.018575,3.600008,-0.00033,-3.602437
22,20.677889823913574,0.018844,3.600008,-0.00033,-3.602437
23,21.543598651885986,0.018638,3.600008,-0.00033,-3.602437
24,22.405081272125244,0.020782,3.600008,-0.00033,-3.602437
25,23.268606185913086,0.00177,3.600008,-0.00033,-3.602437
26,24.132036924362183,0.001558,3.600008,-0.00033,-3.602437
27,25.00121521949768,0.001594,3.600008,-0.00033,-3.602437
28,25.862251043319702,0.001599,3.600008,-0.00033,-3.603272
29,26.717920303344727,0.001604,3.600008,-0.00033,-3.602437
30,27.59106707572937,0.001604,3.600008,-0.000329,-3.602437
31,28.452731132507324,0.001608,3.600008,-0.00033,-3.602437
32,29.3131160736084,0.001609,3.600008,-0.00033,-3.602437
33,30.183323621749878,0.001604,3.600008,-0.00033,-3.602437
34,31.044697761535645,0.001604,3.600008,-0.00033,-3.602437
35,31.90294647216797,0.001602,3.600008,-0.00033,-3.602437
36,32.76743984222412,0.001604,3.600008,-0.00033,-3.602437
37,33.632159948349,0.001608,3.600008,-0.00033,-3.602437
38,34.49375319480896,0.001604,3.600008,-0.00033,-3.602437
39,35.35803842544556,0.001606,3.600008,-0.00033,-3.602437
40,36.223982095718384,0.001608,3.600008,-0.00033,-3.602437
41,37.08677911758423,0.001606,3.600008,-0.00033,-3.602437
42,37.95157217979431,0.001608,3.600008,-0.000329,-3.602437
43,38.809021949768066,0.001606,3.600008,-0.00033,-3.602437
44,39.67539167404175,0.001604,3.600008,-0.00033,-3.602437
45,40.53987717628479,0.001606,3.600008,-0.00033,-3.602437
46,41.40417671203613,0.001608,3.600008,-0.00033,-3.602437
47,42.26248121261597,0.001608,3.600008,-0.00033,-3.602437
48,43.1306471824646,0.012719,3.600008,-0.000331,-3.602437
49,43.993969440460205,0.012802,3.600008,-0.00033,-3.602437
50,44.9082772731781,0.001248,3.600008,-0.00033,-3.602437
51,45.82375693321228,0.001248,3.600008,-0.00033,-3.602437
52,46.74301600456238,0.001254,3.600008,-0.00033,-3.603272
53,47.65782308578491,0.00125,3.600008,-0.00033,-3.602437
54,48.56376528739929,0.00125,3.600008,-0.00033,-3.602437
55,49.48043394088745,0.001252,3.600008,-0.00033,-3.602437
