"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-19 11:06:54,8.51888914086361,0.10403,8.63215255158013,281.668889140864,0.0558884964721567,-0.366305447840864,8.41560388147463,0.216548670105501,0,0,0,"arduino","ideal"
