"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-19 11:06:54,8.99974086522931,0.10403,8.6156648626233,282.149740865229,0.0559839066538875,-0.366786299565229,8.40985075364575,0.20581410897756,0,0,0,"real-arduino","+1"
