"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 16:54:05,19.2517903654289,0.09133,8.27568292886127,292.401790365429,0.0580181094161164,-0.377038349065429,8.07279578357519,0.202887145286079,0,0,-0.00559914480420254,"arduino","-5"
