#,Date-Time (PDT),Ch: 1 - Temperature   (°C)
1,4/7/23 10:30,16.021
2,4/7/23 10:30,16.021
3,4/7/23 10:30,16.01
4,4/7/23 10:30,16.01
5,4/7/23 10:30,16.01
6,4/7/23 10:30,15.999
7,4/7/23 10:30,15.978
8,4/7/23 10:30,15.999
9,4/7/23 10:30,15.988
10,4/7/23 10:30,15.978
11,4/7/23 10:30,15.956
12,4/7/23 10:30,15.967
13,4/7/23 10:31,15.945
14,4/7/23 10:31,15.945
15,4/7/23 10:31,15.935
16,4/7/23 10:31,15.913
17,4/7/23 10:31,15.913
18,4/7/23 10:31,15.913
19,4/7/23 10:31,15.903
20,4/7/23 10:31,15.892
21,4/7/23 10:31,15.87
22,4/7/23 10:31,15.86
23,4/7/23 10:31,15.87
24,4/7/23 10:31,15.827
25,4/7/23 10:32,15.849
26,4/7/23 10:32,15.817
27,4/7/23 10:32,15.817
28,4/7/23 10:32,15.806
29,4/7/23 10:32,15.806
30,4/7/23 10:32,15.817
31,4/7/23 10:32,15.752
32,4/7/23 10:32,15.774
33,4/7/23 10:32,15.763
34,4/7/23 10:32,15.763
35,4/7/23 10:32,15.742
36,4/7/23 10:32,15.731
37,4/7/23 10:33,15.742
38,4/7/23 10:33,15.72
39,4/7/23 10:33,15.731
40,4/7/23 10:33,15.709
41,4/7/23 10:33,15.699
42,4/7/23 10:33,15.709
43,4/7/23 10:33,15.677
44,4/7/23 10:33,15.688
45,4/7/23 10:33,15.677
46,4/7/23 10:33,15.645
47,4/7/23 10:33,15.656
48,4/7/23 10:33,15.645
49,4/7/23 10:34,15.634
50,4/7/23 10:34,15.624
51,4/7/23 10:34,15.624
52,4/7/23 10:34,15.602
53,4/7/23 10:34,15.592
54,4/7/23 10:34,15.581
55,4/7/23 10:34,15.592
56,4/7/23 10:34,15.559
57,4/7/23 10:34,15.538
58,4/7/23 10:34,15.538
59,4/7/23 10:34,15.516
60,4/7/23 10:34,15.527
61,4/7/23 10:35,15.484
62,4/7/23 10:35,15.495
63,4/7/23 10:35,15.484
64,4/7/23 10:35,15.441
65,4/7/23 10:35,15.42
66,4/7/23 10:35,15.431
67,4/7/23 10:35,15.42
68,4/7/23 10:35,15.388
69,4/7/23 10:35,15.377
70,4/7/23 10:35,15.356
71,4/7/23 10:35,15.345
72,4/7/23 10:35,15.323
73,4/7/23 10:36,15.291
74,4/7/23 10:36,15.28
75,4/7/23 10:36,15.259
76,4/7/23 10:36,15.205
77,4/7/23 10:36,15.195
78,4/7/23 10:36,15.152
79,4/7/23 10:36,15.12
80,4/7/23 10:36,15.077
81,4/7/23 10:36,15.034
82,4/7/23 10:36,14.991
83,4/7/23 10:36,14.937
84,4/7/23 10:36,14.894
85,4/7/23 10:37,14.851
86,4/7/23 10:37,14.787
87,4/7/23 10:37,14.734
88,4/7/23 10:37,14.68
89,4/7/23 10:37,14.648
90,4/7/23 10:37,14.583
91,4/7/23 10:37,14.53
92,4/7/23 10:37,14.455
93,4/7/23 10:37,14.412
94,4/7/23 10:37,14.358
95,4/7/23 10:37,14.294
96,4/7/23 10:37,14.251
97,4/7/23 10:38,14.165
