"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2023-04-07 12:27:00,23.6351137103666,0.07245432,8.13630633319792,296.785113710367,0.0588878446291429,-0.381421672410367,7.70746484726575,0.428841485932169,0.0144659615551177,2.67802814422069e-05,0,"arduino","ideal"
