"date_time","omegas_temp_raw.durafet","p_h","logger","durafet"
2023-04-12 17:18:00,24.6932744663461,7.80616706769978,"arduino","red"
2023-04-12 17:18:15,24.715045059376,7.80545728400353,"arduino","red"
2023-04-12 17:18:30,24.6932744663461,7.80515180154822,"arduino","red"
2023-04-12 17:18:45,24.715045059376,7.80494968803003,"arduino","red"
2023-04-12 17:19:00,24.6932744663461,7.80362890232088,"arduino","red"
2023-04-12 17:19:15,24.715045059376,7.80291930413604,"arduino","red"
2023-04-12 17:19:30,24.6932744663461,7.80193679206828,"arduino","red"
2023-04-12 17:19:45,24.715045059376,7.80173491353122,"arduino","red"
2023-04-12 17:20:00,24.6932744663461,7.8014291589925,"arduino","red"
2023-04-12 17:20:15,24.715045059376,7.80021212561073,"arduino","red"
2023-04-12 17:20:30,24.715045059376,7.80071972158422,"arduino","red"
2023-04-12 17:20:45,24.6932744663461,7.80092152591672,"arduino","red"
2023-04-12 17:21:00,24.715045059376,7.80071972158422,"arduino","red"
2023-04-12 17:21:15,24.6932744663461,7.80041389284094,"arduino","red"
2023-04-12 17:21:30,24.715045059376,7.80021212561073,"arduino","red"
2023-04-12 17:21:45,24.715045059376,7.80021212561073,"arduino","red"
2023-04-12 17:22:00,24.715045059376,7.80021212561073,"arduino","red"
2023-04-12 17:22:15,24.7368374337122,7.80001018604995,"arduino","red"
2023-04-12 17:22:30,24.715045059376,7.79970452963723,"arduino","red"
2023-04-12 17:22:45,24.7368374337122,7.7989950683709,"arduino","red"
2023-04-12 17:23:00,24.715045059376,7.79868933769023,"arduino","red"
2023-04-12 17:23:15,24.7368374337122,7.7989950683709,"arduino","red"
2023-04-12 17:23:30,24.715045059376,7.79970452963723,"arduino","red"
2023-04-12 17:23:45,24.715045059376,7.79919693366373,"arduino","red"
2023-04-12 17:24:00,24.715045059376,7.79868933769023,"arduino","red"
2023-04-12 17:24:15,24.715045059376,7.79970452963723,"arduino","red"
2023-04-12 17:24:30,24.715045059376,7.79970452963723,"arduino","red"
2023-04-12 17:24:45,24.715045059376,7.79970452963723,"arduino","red"
2023-04-12 17:25:00,24.715045059376,7.79919693366373,"arduino","red"
2023-04-12 17:25:15,24.7368374337122,7.79848750953137,"arduino","red"
2023-04-12 17:25:30,24.715045059376,7.79919693366373,"arduino","red"
