"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-15 11:42:55,17.9668423224401,0.10875,8.31717170845184,291.11684232244,0.0577631511408645,-0.37575340102244,8.38775917610351,-0.0705874676516736,0,0,-0.00114582807428221,"arduino","+5"
