"period","logger","durafet","mean_temp","sd_temp","mean_ph","sd_ph","mean_diff_t","sd_diff_t","mean_diff_p","sd_diff_p"
"1","Madgetech-1","red",22.8670417762732,0.28070204774281,8.14993530048774,0.00923640781366369,-0.406275914399678,0.0233273207203139,-0.00573607453476891,0.00105008602444819
"1","Madgetech-2","green",23.276825995058,0.297458504147482,8.15557335805556,0.00831426282913207,0.41098147757576,0.019753711514443,0.00559515936677972,0.00112325599484562
"2","Madgetech-1","green",23.5888391433611,0.0218953094498521,8.1563934130685,0.00377134214189041,0.307451578014672,0.0134384693747715,0.0192467709868122,0.00369260455344427
"2","Madgetech-2","red",23.2812318262486,0.0170152579662927,8.13715376102762,0.000587105327866888,-0.307662761087027,0.0137303974550529,-0.0192831330887679,0.00374694941132185
