"durafet","minT","maxT","meanT","sdT","minP","maxP","meanP","sdP"
"green",-0.575743681936413,23.5378784929925,14.3506918768097,9.45491862605482,8.13460539997119,9.48692373401906,8.7297884031672,0.353062626976863
"red",-0.0366549589712492,24.7608342521785,17.6759636680586,7.08302286536286,7.25977558478143,8.37182823002328,7.74534970045478,0.206064981894852
