"period","logger","durafet","mean_temp","sd_temp","mean_ph","sd_ph","mean_diff_t","sd_diff_t","mean_diff_p","sd_diff_p"
"1","Madgetech-1","red",22.8670417762732,0.28070204774281,8.15614404907643,0.00924228964660207,-0.406275914399678,0.0233273207203139,0.00309524217414271,0.00105662727082927
"1","Madgetech-2","green",23.276825995058,0.297458504147482,8.15295082104965,0.00831163144978926,0.41098147757576,0.019753711514443,-0.0032361513393031,0.00113020950607901
"2","Madgetech-1","green",23.5888391433611,0.0218953094498521,8.1537736362071,0.00377123824626498,0.307451578014672,0.0134384693747715,0.0104269295368915,0.00369225828614065
"2","Madgetech-2","red",23.2812318262486,0.0170152579662927,8.14335382887382,0.000587305825131767,-0.307662761087027,0.0137303974550529,-0.0104632888707073,0.00374661217243692
