"logger","mean","sd","mean_diff","sd_diff"
"arduino",20.0297047722658,0.0497300743069359,0.188718768049334,0.0830603769383837
"madgetech",19.2894000395256,0.0495250429960195,0.929023500789548,0.0976544131132629
