date_time,v1,v2,v3,v4,date,time
45315.30904,48.06,34.5,-36,-7.56,1/24/24,7:25:01
45315.31251,48.06,34.5,-36,-7.56,1/24/24,7:30:01
45315.31598,48.09,34.5,-36,-7.59,1/24/24,7:35:01
45315.31946,48.13,34.5,-36,-7.59,1/24/24,7:40:01
45315.32293,48.06,34.5,-36,-7.59,1/24/24,7:45:01
45315.3264,48.09,34.5,-36,-7.59,1/24/24,7:50:01
45315.32987,48.19,34.5,-36,-7.59,1/24/24,7:55:01
45315.33334,48.22,34.5,-36,-7.63,1/24/24,8:00:01
45315.33682,48.13,34.5,-36,-7.63,1/24/24,8:05:01
45315.34029,48.06,34.5,-36,-7.63,1/24/24,8:10:01
45315.34376,48.06,34.5,-36,-7.63,1/24/24,8:15:01
45315.34723,48.13,34.5,-36,-7.63,1/24/24,8:20:01
45315.35071,48.09,34.5,-36,-7.63,1/24/24,8:25:01
45315.35418,47.97,34.5,-36,-7.66,1/24/24,8:30:01
45315.35765,48.13,34.5,-36,-7.63,1/24/24,8:35:01
45315.36112,48.09,34.5,-36,-7.63,1/24/24,8:40:01
45315.36459,48.03,34.5,-36,-7.63,1/24/24,8:45:01
45315.36807,48.09,34.5,-36,-7.63,1/24/24,8:50:01
45315.37154,48.09,34.25,-36,-7.63,1/24/24,8:55:01
45315.37501,48.06,34.5,-36,-7.6,1/24/24,9:00:01
45315.37848,48.13,34.5,-36,-7.63,1/24/24,9:05:01
45315.38196,48.09,34.5,-36,-7.63,1/24/24,9:10:01
45315.38543,48,34.5,-36,-7.63,1/24/24,9:15:01
45315.3889,48.09,34.5,-36,-7.63,1/24/24,9:20:01
45315.39237,48.16,34.5,-36,-7.59,1/24/24,9:25:01
45315.39584,48.09,34.5,-36,-7.63,1/24/24,9:30:01
45315.39932,48.06,34.5,-36,-7.63,1/24/24,9:35:01
45315.40279,47.97,34.5,-36,-7.66,1/24/24,9:40:01
45315.40626,48.03,34.5,-36,-7.66,1/24/24,9:45:01
45315.40973,48,34.5,-36,-7.69,1/24/24,9:50:01
45315.41321,48,34.25,-36,-7.69,1/24/24,9:55:01
45315.41668,47.97,34.5,-36,-7.72,1/24/24,10:00:01
45315.42015,47.84,34.5,-36,-7.72,1/24/24,10:05:01
45315.42362,47.88,34.5,-36,-7.72,1/24/24,10:10:01
45315.42709,48,34.5,-36,-7.72,1/24/24,10:15:01
45315.43057,47.97,34.5,-36,-7.75,1/24/24,10:20:01
45315.43404,47.94,34.5,-36,-7.75,1/24/24,10:25:01
45315.43751,48,34.25,-36,-7.75,1/24/24,10:30:01
45315.44098,48.03,34.5,-36,-7.75,1/24/24,10:35:01
45315.44446,47.84,34.5,-36,-7.78,1/24/24,10:40:01
45315.44793,47.91,34.5,-36,-7.78,1/24/24,10:45:01
45315.4514,48.03,34.5,-36,-7.75,1/24/24,10:50:01
45315.45487,47.91,34.5,-36,-7.75,1/24/24,10:55:01
45315.45834,47.91,34.5,-36,-7.72,1/24/24,11:00:01
45315.46182,47.84,34.5,-36,-7.75,1/24/24,11:05:01
45315.46529,47.88,34.5,-36,-7.72,1/24/24,11:10:01
45315.46876,47.97,34.5,-36,-7.72,1/24/24,11:15:01
45315.47223,47.94,34.5,-36,-7.72,1/24/24,11:20:01
45315.47571,47.88,34.5,-36,-7.72,1/24/24,11:25:01
45315.47918,47.94,34.5,-36,-7.72,1/24/24,11:30:01
45315.48265,47.97,34.5,-36,-7.69,1/24/24,11:35:01
45315.48612,48.03,34.5,-36,-7.69,1/24/24,11:40:01
45315.48959,47.97,34.5,-36,-7.72,1/24/24,11:45:01
45315.49307,47.94,34.5,-36,-7.72,1/24/24,11:50:01
45315.49654,47.94,34.5,-36,-7.72,1/24/24,11:55:01
45315.50001,47.97,34.5,-36,-7.72,1/24/24,12:00:01
45315.50348,47.91,34.5,-36,-7.72,1/24/24,12:05:01
45315.50696,47.94,34.5,-36,-7.75,1/24/24,12:10:01
45315.51043,48,34.5,-36,-7.75,1/24/24,12:15:01
45315.5139,47.94,34.5,-36,-7.75,1/24/24,12:20:01
45315.51737,48,34.5,-36,-7.78,1/24/24,12:25:01
45315.52084,48,34.5,-36,-7.78,1/24/24,12:30:01
45315.52432,47.97,34.5,-36,-7.78,1/24/24,12:35:01
45315.52779,48,34.5,-36,-7.78,1/24/24,12:40:01
45315.53126,48.03,34.5,-36,-7.81,1/24/24,12:45:01
45315.53473,48.03,34.5,-36,-7.78,1/24/24,12:50:01
45315.53821,48.06,34.5,-36,-7.81,1/24/24,12:55:01
45315.54168,48.09,34.5,-36,-7.81,1/24/24,13:00:01
45315.54515,48,34.5,-36,-7.81,1/24/24,13:05:01
45315.54862,48.03,34.5,-36,-7.81,1/24/24,13:10:01
45315.55209,48,34.5,-36,-7.81,1/24/24,13:15:01
45315.55557,48,34.5,-36,-7.84,1/24/24,13:20:01
45315.55904,48,34.5,-36,-7.81,1/24/24,13:25:01
45315.56251,48.03,34.5,-36,-7.81,1/24/24,13:30:01
45315.56598,48.06,34.5,-36,-7.81,1/24/24,13:35:01
45315.56946,48,34.5,-36,-7.84,1/24/24,13:40:01
45315.57293,48.03,34.5,-36,-7.81,1/24/24,13:45:01
45315.5764,48.03,34.5,-36,-7.81,1/24/24,13:50:01
45315.57987,48,34.5,-36,-7.81,1/24/24,13:55:01
45315.58334,48,34.5,-36,-7.84,1/24/24,14:00:01
45315.58682,48.06,34.5,-36,-7.84,1/24/24,14:05:01
45315.59029,48.03,34.5,-36,-7.84,1/24/24,14:10:01
45315.59376,48.09,34.5,-36,-7.81,1/24/24,14:15:01
45315.59723,48.13,34.5,-36,-7.81,1/24/24,14:20:01
45315.60071,48.13,34.5,-36,-7.84,1/24/24,14:25:01
45315.60418,48.09,34.5,-36,-7.84,1/24/24,14:30:01
45315.60765,48.06,34.5,-36,-7.81,1/24/24,14:35:01
45315.61112,48.09,34.5,-36,-7.84,1/24/24,14:40:01
45315.61459,48.06,34.5,-36,-7.84,1/24/24,14:45:01
45315.61807,48.16,34.5,-36,-7.84,1/24/24,14:50:01
45315.62154,48.13,34.5,-36,-7.88,1/24/24,14:55:01
45315.62501,48.09,34.5,-36,-7.88,1/24/24,15:00:01
45315.62848,48.09,34.5,-36,-7.88,1/24/24,15:05:01
45315.63196,48.13,34.5,-36,-7.85,1/24/24,15:10:01
45315.63543,48.06,34.5,-36,-7.85,1/24/24,15:15:01
45315.6389,48.13,34.5,-36,-7.88,1/24/24,15:20:01
45315.64237,48.09,34.5,-36,-7.85,1/24/24,15:25:01
45315.64584,48.13,34.5,-36,-7.84,1/24/24,15:30:01
45315.64932,48.19,34.5,-36,-7.85,1/24/24,15:35:01
45315.65279,48.16,34.5,-36,-7.85,1/24/24,15:40:01
45315.65626,48.25,34.5,-36,-7.85,1/24/24,15:45:01
45315.65973,48.22,34.5,-36,-7.85,1/24/24,15:50:01
45315.66321,48.13,34.5,-36,-7.88,1/24/24,15:55:01
45315.66668,48.22,34.25,-36,-7.88,1/24/24,16:00:01
45315.67015,48.22,34.5,-36,-7.88,1/24/24,16:05:01
45315.67362,48.25,34.5,-36,-7.85,1/24/24,16:10:01
45315.67709,48.28,34.25,-36,-7.91,1/24/24,16:15:01
45315.68057,48.19,34.5,-36,-7.88,1/24/24,16:20:01
45315.68404,48.25,34.5,-36,-7.91,1/24/24,16:25:01
45315.68751,48.34,34.5,-36,-7.91,1/24/24,16:30:01
45315.69098,48.19,34.5,-36,-7.91,1/24/24,16:35:01
45315.69446,48.25,34.5,-36,-7.94,1/24/24,16:40:01
45315.69793,48.25,34.5,-36,-7.91,1/24/24,16:45:01
45315.7014,48.28,34.5,-36,-7.91,1/24/24,16:50:01
45315.70487,48.34,34.25,-36,-7.91,1/24/24,16:55:01
45315.70834,48.34,34.5,-36,-7.94,1/24/24,17:00:01
45315.71182,48.31,34.5,-36,-7.91,1/24/24,17:05:01
45315.71529,48.31,34.5,-36,-7.94,1/24/24,17:10:01
45315.71876,48.38,34.5,-36,-7.94,1/24/24,17:15:01
45315.72223,48.38,34.25,-36,-7.94,1/24/24,17:20:01
45315.72571,48.41,34.5,-36,-7.94,1/24/24,17:25:01
45315.72918,48.44,34.5,-36,-7.97,1/24/24,17:30:01
45315.73265,48.38,34.5,-36,-7.91,1/24/24,17:35:01
45315.73612,48.5,34.25,-36,-7.94,1/24/24,17:40:01
45315.73959,48.47,34.5,-36,-7.94,1/24/24,17:45:01
45315.74307,48.53,34.5,-36,-7.94,1/24/24,17:50:01
45315.74654,48.56,34.5,-36,-7.97,1/24/24,17:55:01
45315.75001,48.69,34.25,-36,-7.97,1/24/24,18:00:01
45315.75348,48.72,34.25,-36,-7.94,1/24/24,18:05:01
45315.75696,48.75,34.25,-36,-7.91,1/24/24,18:10:01
45315.76043,48.72,34.25,-36,-7.91,1/24/24,18:15:01
45315.7639,48.75,34.5,-36,-7.91,1/24/24,18:20:01
45315.76737,48.81,34.5,-36,-7.91,1/24/24,18:25:01
45315.77084,48.81,34.5,-36,-7.91,1/24/24,18:30:01
45315.77432,48.94,34.5,-36,-7.91,1/24/24,18:35:01
45315.77779,48.88,34.25,-36,-7.91,1/24/24,18:40:01
45315.78126,48.91,34.25,-36,-7.94,1/24/24,18:45:01
45315.78473,48.94,34.5,-36,-7.91,1/24/24,18:50:01
45315.78821,49,34.25,-36,-7.91,1/24/24,18:55:01
45315.79168,49.03,34.25,-36,-7.91,1/24/24,19:00:01
45315.79515,48.97,34.25,-36,-7.91,1/24/24,19:05:01
45315.79862,49,34.5,-36,-7.91,1/24/24,19:10:01
45315.80209,49.03,34.5,-36,-7.91,1/24/24,19:15:01
45315.80557,49.06,34.5,-36,-7.88,1/24/24,19:20:01
45315.80904,49.13,34.25,-36,-7.88,1/24/24,19:25:01
45315.81251,49.09,34.5,-36,-7.88,1/24/24,19:30:01
45315.81598,49.16,34.5,-36,-7.91,1/24/24,19:35:01
45315.81946,49.22,34.25,-36,-7.91,1/24/24,19:40:01
45315.82293,49.22,34.25,-36,-7.88,1/24/24,19:45:01
45315.8264,49.25,34.5,-36,-7.88,1/24/24,19:50:01
45315.82987,49.31,34.25,-36,-7.88,1/24/24,19:55:01
45315.83334,49.31,34.25,-36,-7.88,1/24/24,20:00:01
45315.83682,49.34,34.25,-36,-7.91,1/24/24,20:05:01
45315.84029,49.41,34.5,-36,-7.88,1/24/24,20:10:01
45315.84376,49.44,34.25,-36,-7.88,1/24/24,20:15:01
45315.84723,49.41,34.5,-36,-7.88,1/24/24,20:20:01
45315.85071,49.44,34.5,-36,-7.88,1/24/24,20:25:01
45315.85418,49.41,34.25,-36,-7.88,1/24/24,20:30:01
45315.85765,49.41,34.25,-36,-7.88,1/24/24,20:35:01
45315.86112,49.41,34.25,-36,-7.91,1/24/24,20:40:01
45315.86459,49.47,34.5,-36,-7.88,1/24/24,20:45:01
45315.86807,49.47,34.25,-36,-7.88,1/24/24,20:50:01
45315.87154,49.5,34.5,-36,-7.88,1/24/24,20:55:01
45315.87501,49.56,34.5,-36,-7.88,1/24/24,21:00:01
45315.87848,49.53,34.5,-36,-7.85,1/24/24,21:05:01
45315.88196,49.53,34.5,-36,-7.88,1/24/24,21:10:01
45315.88543,49.56,34.25,-36,-7.91,1/24/24,21:15:01
45315.8889,49.59,34.25,-36,-7.91,1/24/24,21:20:01
45315.89237,49.66,34.25,-36,-7.88,1/24/24,21:25:01
45315.89584,49.69,34.25,-36,-7.88,1/24/24,21:30:01
45315.89932,49.66,34.25,-36,-7.88,1/24/24,21:35:01
45315.90279,49.59,34.25,-36,-7.91,1/24/24,21:40:01
