mean_ph_arduino,mean_ph_ext,mean_diff,sd_ph_arduino,sd_ph_ext,sd_diff,range_ph_arduino,range_ph_seafet,var_ph_arduino,var_ph_ext
7.932302449242437,7.917802883680082,0.014499565562354873,0.013397884104965115,0.006075370106699306,0.015461374444701935,0.04076809132724968,0.027500000000000746,1.7950329849007689e-4,3.691012193337553e-5
