Date,Time,J1 (mV),J1 oversampled mean (mV),J1 oversampled mean,J1 oversampled min,J1 oversampled max,J1 oversampled sd,J2+ (mV),J3 (mV),J4+ (mV),J4+ oversampled mean (mV),J4+ oversampled mean,J4+ oversampled min,J4+ oversampled max,J4+ oversampled sd,J4- (mV),J4- oversampled mean (mV),J4- oversampled mean,J4- oversampled min,J4- oversampled max,J4- oversampled sd
1/23/24,18:25:01,48.53,48.44,1550,1544,1557,3.11,34.5,-36,42.25,42.69,1366,1354,1379,7.13,51.25,51.25,1640,1639,1642,0.6
1/23/24,18:30:01,48.38,48.41,1549,1545,1554,1.91,34.5,-36,42.28,42.69,1366,1355,1378,6.98,51.25,51.25,1640,1638,1642,0.76
1/23/24,18:35:01,48.38,48.41,1549,1544,1555,2.53,34.5,-36,42.28,42.69,1366,1353,1377,7.09,51.25,51.25,1640,1639,1641,0.61
1/23/24,18:40:01,48.5,48.38,1548,1544,1554,2.23,34.5,-36,42.28,42.72,1367,1353,1379,6.98,51.31,51.25,1640,1638,1643,0.94
1/23/24,18:45:01,48.44,48.38,1548,1544,1553,2.3,34.5,-36,42.28,42.69,1366,1353,1378,7.12,51.25,51.25,1640,1639,1641,0.66
1/23/24,18:50:01,48.31,48.38,1548,1543,1553,1.85,34.5,-36,42.31,42.72,1367,1354,1379,6.92,51.28,51.25,1640,1639,1642,0.66
1/23/24,18:55:01,48.47,48.41,1549,1544,1554,2.43,34.5,-36,42.31,42.72,1367,1353,1379,7.14,51.28,51.25,1640,1639,1641,0.67
1/23/24,19:00:01,48.38,48.38,1548,1543,1554,2.57,34.5,-36,42.31,42.72,1367,1354,1378,6.84,51.25,51.25,1640,1638,1641,0.7
1/23/24,19:05:01,48.47,48.41,1549,1545,1554,2.14,34.5,-36,42.31,42.72,1367,1354,1379,7.26,51.25,51.25,1640,1639,1641,0.59
1/23/24,19:10:01,48.47,48.47,1551,1548,1555,1.81,34.5,-36,42.28,42.72,1367,1356,1380,6.97,51.25,51.25,1640,1639,1641,0.65
1/23/24,19:15:01,48.41,48.47,1551,1545,1556,2.24,34.5,-36,42.31,42.75,1368,1354,1381,7.22,51.28,51.25,1640,1639,1642,0.67
1/23/24,19:20:01,48.41,48.44,1550,1545,1555,1.91,34.5,-36,42.38,42.75,1368,1354,1380,7.11,51.31,51.25,1640,1639,1642,0.65
1/23/24,19:25:01,48.44,48.47,1551,1548,1556,2.18,34.5,-36,42.34,42.78,1369,1356,1381,7.17,51.28,51.25,1640,1639,1642,0.7
