"trisdata.date_time","omegas_temp_tris.durafet","omegas_temp_tris.v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph"
2024-01-25 13:20:01,19.2498908478731,0.07103,8.27574404227499,292.399890847873,0.0580177325154919,-0.377036449547873,7.72292246044311,0.552821581831884,0.0408000914305262,0.000374437301725372,0
