"trisdata.date_time","omegas_temp_tris.durafet","omegas_temp_tris.v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff"
2024-01-25 12:30:01,17.9925955824935,0.07172,8.31633723932532,291.142595582493,0.0577682610803684,-0.375779154282493,7.74645360468655,0.569883634638767,0,0
2024-01-25 12:30:31,18.0245384752781,0.07191,8.31530237958367,291.174538475278,0.0577745991614257,-0.375811097175278,7.7494453215386,0.565857058045074,0.0319428927845706,0.00299171685204236
2024-01-25 12:31:01,18.0565337770505,0.07194,8.31426600911539,291.20653377705,0.0577809476414289,-0.37584309247705,7.74966681501759,0.564599194097795,0.0639381945570108,0.00321321033103672
2024-01-25 12:31:31,18.0939280863032,0.07197,8.31305499482056,291.243928086303,0.0577883673878096,-0.375880486786303,7.74983802156655,0.563216973254008,0.101332503809715,0.00338441687999946
2024-01-25 12:32:01,18.126037502468,0.07197,8.3120153355955,291.276037502468,0.0577947385102914,-0.375912596202468,7.74953927895554,0.562476056639963,0.133441919974473,0.00308567426898687
2024-01-25 12:32:31,18.1421120485908,0.07197,8.31149493435873,291.292112048591,0.0577979280077791,-0.375928670748591,7.74938974781773,0.562105186541006,0.149516466097339,0.00293614313117452
2024-01-25 12:33:01,18.1743009204209,0.07197,8.31045298577783,291.324300920421,0.0578043148957851,-0.375960859620421,7.74909036510495,0.561362620672884,0.149762445142869,0.000354956433651132
2024-01-25 12:33:31,18.206542970257,0.07197,8.30940950522694,291.356542970257,0.0578107123353249,-0.375993101670257,7.74879055410863,0.560618951118309,0.150009193206529,0.000876260908961868
2024-01-25 12:34:01,18.2280672958934,0.07194,8.30871299815612,291.378067295893,0.0578149831733329,-0.376014625995893,7.74807154492976,0.560641453226362,0.134139209590217,0.00176647663679042
2024-01-25 12:34:31,18.244226128918,0.07194,8.30819016885926,291.394226128918,0.0578181893949544,-0.376030784828918,7.74792136379163,0.560268805067627,0.118188626450035,0.00161791516391308
2024-01-25 12:35:01,18.2603983471024,0.07194,8.30766695406652,291.410398347102,0.0578213982724478,-0.376046957047102,7.74777107492695,0.559895879139567,0.118286298511578,0.00161867289077655
2024-01-25 12:35:31,18.2765839714993,0.07197,8.30714335319647,291.426583971499,0.0578246098099902,-0.376063142671499,7.74813948842407,0.559003864772393,0.102283051078416,0.000950876680872348
2024-01-25 12:36:01,18.2765839714993,0.07197,8.30714335319647,291.426583971499,0.0578246098099902,-0.376063142671499,7.74813948842407,0.559003864772393,0.0700410012423163,0.000651065684555974
2024-01-25 12:36:31,18.2927830232102,0.07191,8.30661936566668,291.44278302321,0.0578278240117686,-0.37607934172321,7.74695139198112,0.559667973685556,0.0647157273168091,0.00112015294864243
2024-01-25 12:37:01,18.2927830232102,0.07191,8.30661936566668,291.44278302321,0.0578278240117686,-0.37607934172321,7.74695139198112,0.559667973685556,0.0485568942922328,0.000969971810507175
2024-01-25 12:37:31,18.308995523385,0.07191,8.30609499089303,291.458995523385,0.0578310408819796,-0.376095554223385,7.74680080785103,0.559294183042004,0.0485971762826125,0.000970267075926401
2024-01-25 12:38:01,18.3252214932229,0.07187,8.30557022829038,291.475221493223,0.0578342604248293,-0.376111780193223,7.74595848382105,0.559611744469327,0.0486375217235491,0.00218100460302217
2024-01-25 12:38:31,18.3414609539718,0.07187,8.30504507727221,291.491460953972,0.057837482644534,-0.376128019653972,7.74580772139312,0.559237355879096,0.0648769824724695,0.00233176703095683
2024-01-25 12:39:01,18.3631345909827,0.07187,8.30434427069633,291.513134590983,0.0578417831087752,-0.376149693290983,7.74560653582294,0.55873773487339,0.0703515677724909,0.00134485615817681
2024-01-25 12:39:31,18.3631345909827,0.07184,8.30434427069633,291.513134590983,0.0578417831087752,-0.376149693290983,7.74508787961306,0.559256391083271,0.0703515677724909,0.00186351236805837
2024-01-25 12:40:01,18.3956901979763,0.07187,8.3032917610966,291.545690197976,0.057848242764054,-0.376182248897976,7.74530439455957,0.557987366537037,0.0866946745912287,0.00149641329146011
2024-01-25 12:40:31,18.3956901979763,0.07181,8.3032917610966,291.545690197976,0.057848242764054,-0.376182248897976,7.74426719797185,0.559024563124749,0.0704687047533525,0.00169128584919775
2024-01-25 12:41:01,18.3956901979763,0.07181,8.3032917610966,291.545690197976,0.057848242764054,-0.376182248897976,7.74426719797185,0.559024563124749,0.0542292440044321,0.0015405234212631
2024-01-25 12:41:31,18.3956901979763,0.07178,8.3032917610966,291.545690197976,0.057848242764054,-0.376182248897976,7.743748599678,0.559543161418604,0.032555606993526,0.00185793614494578
2024-01-25 12:42:01,18.4119883660769,0.07184,8.30276492013377,291.561988366077,0.0578514766324204,-0.376198547066077,7.74463459096898,0.55813032916479,0.0488537750941305,0.000453288644084004
2024-01-25 12:42:31,18.4283001392465,0.07178,8.3022376876047,291.578300139246,0.0578547132002928,-0.376214858839246,7.74344619578858,0.558791491816127,0.0326099412702092,0.00185819877099025
2024-01-25 12:43:01,18.4446255390474,0.07178,8.30171006291414,291.594625539047,0.0578579524719496,-0.376231184239047,7.74329482980322,0.558415233110921,0.0489353410711146,0.000972368168634219
2024-01-25 12:43:31,18.4446255390474,0.07172,8.30171006291414,291.594625539047,0.0578579524719496,-0.376231184239047,7.74225780727759,0.559452255636547,0.0489353410711146,0.0020093906942602
2024-01-25 12:44:01,18.4446255390474,0.07169,8.30171006291414,291.594625539047,0.0578579524719496,-0.376231184239047,7.74173929601478,0.559970766899359,0.0489353410711146,0.00200930366321739
