"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","logger","tolerance"
2022-12-19 10:55:04,9.95279228254275,0.10389,8.58313993094885,283.102792282543,0.0561730102887859,-0.367739350982543,8.39601346906446,0.187126461884382,0,0,"real-arduino","-1"
2022-12-19 10:55:09,9.95637219918586,0.10391,8.58301813976777,283.106372199186,0.0561737206127385,-0.367742930899186,8.39632706814562,0.186691071622157,0.00357991664310298,0.000313599081152915,"real-arduino","-1"
2022-12-19 10:55:14,9.96711609332167,0.10391,8.582652642239,283.117116093322,0.0561758524068864,-0.367753674793322,8.39619969407891,0.186452948160087,0.0143238107789152,0.000186225014447317,"real-arduino","-1"
2022-12-19 10:55:19,9.97786620911133,0.10391,8.58228695857974,283.127866209111,0.0561779854355294,-0.367764424909111,8.39607225592685,0.186214702652892,0.0250739265685738,5.87868623878052e-05,"real-arduino","-1"
2022-12-19 10:55:24,9.98862255343479,0.10392,8.58192108859396,283.138622553435,0.0561801197000327,-0.367775181253435,8.39612275253234,0.185798336061621,0.0358302708920366,0.000109283467873311,"real-arduino","-1"
2022-12-19 10:55:29,9.99579691334957,0.10393,8.58167707165848,283.14579691335,0.0561815432302991,-0.36778235561335,8.39621570521317,0.18546136644531,0.0430046308068164,0.000202236148702184,"real-arduino","-1"
2022-12-19 10:55:34,10.006563653882,0.10395,8.58131089069218,283.156563653882,0.0561836795576091,-0.367793122353882,8.3964440575696,0.184866833122577,0.0501914546961739,0.000116989423986524,"real-arduino","-1"
2022-12-19 10:55:39,10.0137449509962,0.10396,8.58106666625423,283.163744950996,0.0561851044643486,-0.367800303650996,8.39653691398482,0.184529752269411,0.0466288576745004,0.000337219905908626,"real-arduino","-1"
2022-12-19 10:55:44,10.0245221069317,0.10396,8.58070017376087,283.174522106932,0.0561872428582739,-0.367811080806932,8.3964091634986,0.18429101026228,0.0466558978203668,0.000336907571742984,"real-arduino","-1"
2022-12-19 10:55:49,10.0317103540587,0.10397,8.58045574145564,283.181710354059,0.0561886691440288,-0.367818269054059,8.39650193252879,0.183953808926852,0.0430878006238924,0.000379179996448542,"real-arduino","-1"
2022-12-19 10:55:54,10.0389013847863,0.10397,8.58021122590111,283.188901384786,0.0561900959821034,-0.367825460084786,8.39641669654833,0.183794529352781,0.0431044714367221,0.000200991335162826,"real-arduino","-1"
2022-12-19 10:55:59,10.0496931546314,0.10399,8.57984429634865,283.199693154631,0.056192237275708,-0.367836251854631,8.39664470983082,0.183199586517834,0.0431295007493198,0.000200652261217016,"real-arduino","-1"
2022-12-19 10:56:04,10.056891153369,0.104,8.57959957241428,283.206891153369,0.056193665496369,-0.367843449853369,8.39673734904973,0.182862223364552,0.0431462023727818,0.000200435064909854,"real-arduino","-1"
2022-12-19 10:56:09,10.0676933848957,0.10401,8.57923233001685,283.217693384896,0.0561958088657714,-0.367854252084896,8.39678726240929,0.182445067607565,0.0431712779639568,0.000378098910690738,"real-arduino","-1"
2022-12-19 10:56:14,10.0785019027264,0.10399,8.57886489964784,283.228501902726,0.0561979534824967,-0.367865060602726,8.39630327018384,0.182561629463995,0.0467915486677555,0.000198662344940814,"real-arduino","-1"
2022-12-19 10:56:19,10.0857110771205,0.10399,8.57861984154152,283.23571107712,0.0561993839206218,-0.36787226977712,8.39621783832358,0.182402003217939,0.0468096923342465,0.000198858224743859,"real-arduino","-1"
2022-12-19 10:56:24,10.0965300876532,0.10397,8.57825209744425,283.246530087653,0.0562015306192999,-0.367883088787653,8.39573377429717,0.182518323147075,0.0468369330218721,0.000910935533646295,"real-arduino","-1"
2022-12-19 10:56:29,10.1037462636627,0.10397,8.5780068300013,283.253746263663,0.0562029624466795,-0.367890304963663,8.39564827941806,0.182358550583242,0.0468551102937607,0.00108906963167144,"real-arduino","-1"
2022-12-19 10:56:34,10.1109652439531,0.10398,8.57776147872033,283.260965243953,0.0562043948304821,-0.367897523943953,8.3957406777029,0.182020801017432,0.0432718590574712,0.00104658470638341,"real-arduino","-1"
2022-12-19 10:56:39,10.121798976967,0.10399,8.57739329447281,283.271798976967,0.0562065444503821,-0.367908357676967,8.39579024633952,0.181603048133296,0.0432970742405203,0.000513023844327165,"real-arduino","-1"
2022-12-19 10:56:44,10.1326390313255,0.10398,8.57702492125594,283.282639031326,0.0562086953245579,-0.367919197731326,8.39548391946308,0.181541001792866,0.0469279542049925,0.000733918860509775,"real-arduino","-1"
2022-12-19 10:56:49,10.1362537887385,0.10398,8.5769020881558,283.286253788739,0.0562094125615859,-0.367922812488739,8.39544110110913,0.181460987046671,0.0397237010853111,0.000292673188040382,"real-arduino","-1"
2022-12-19 10:56:54,10.1471022825136,0.10397,8.57653346266824,283.297102282514,0.0562115651103034,-0.367933660982514,8.39513470326794,0.181398759400297,0.043356018850842,0.000513576150117601,"real-arduino","-1"
2022-12-19 10:56:59,10.154338132258,0.10397,8.57628760711248,283.304338132258,0.0562130008413284,-0.367940896832258,8.39504900591082,0.18123860120166,0.0433728883049209,0.000691671792084847,"real-arduino","-1"
2022-12-19 10:57:04,10.1615768008941,0.10398,8.57604166730272,283.311576800894,0.0562144371316754,-0.367948135500894,8.39514116979345,0.180900497509267,0.0397778239271815,0.000649076546066496,"real-arduino","-1"
2022-12-19 10:57:09,10.1688182905182,0.10397,8.57579564317933,283.318818290518,0.0562158739817605,-0.367955376990518,8.39487752416047,0.180918119018862,0.0361792591926804,0.000606395302604312,"real-arduino","-1"
