logger,mean_diff,mean_temp
arduino,1.2024907869653618,7.171151807737272
madgetech,0.5862299771292456,7.7723661767169085
arduino,1.9949881463432502,18.39139774577293
madgetech,1.4716440417487373,18.914251355740802
arduino,2.790823270411157,15.76520720050297
madgetech,2.132565042092103,16.42225718013012
arduino,0.5820018085720768,19.382314858094592
madgetech,0.3487165945271736,19.615600072139493
