Date,Time,J1 (mV),J1 oversampled mean (mV),J1 oversampled mean,J1 oversampled min,J1 oversampled max,J1 oversampled sd,J2+ (mV),J3 (mV),J4+ (mV),J4+ oversampled mean (mV),J4+ oversampled mean,J4+ oversampled min,J4+ oversampled max,J4+ oversampled sd,J4- (mV),J4- oversampled mean (mV),J4- oversampled mean,J4- oversampled min,J4- oversampled max,J4- oversampled sd
4/12/23,9:26:00,65.81,66.91,2141,2109,2166,7.08,34,-36,41.53,41.56,1330,1329,1334,0.92,51.31,51.31,1642,1640,1644,0.7
4/12/23,9:26:15,63.16,63.78,2041,1749,2564,89.52,34,-36,41.59,41.69,1334,1331,1338,1.03,51.41,51.44,1646,1645,1649,1.21
4/12/23,9:26:30,63.78,63.69,2038,1977,2285,59.97,34,-36,41.63,41.69,1334,1331,1336,0.95,51.47,51.47,1647,1646,1648,0.48
4/12/23,9:26:45,62.06,62.28,1993,1988,1999,1.96,34,-36,41.59,41.66,1333,1330,1336,1.25,51.44,51.47,1647,1645,1649,0.88
4/12/23,9:27:00,62.03,62.25,1992,1984,2001,2.91,34,-36,41.56,41.66,1333,1331,1336,1.03,51.47,51.47,1647,1646,1648,0.51
4/12/23,9:27:15,62,62.25,1992,1983,2002,2.68,34,-36,41.59,41.66,1333,1331,1336,0.96,51.47,51.47,1647,1646,1649,0.82
4/12/23,9:27:30,62.06,62.22,1991,1984,2000,2.6,34,-36,41.63,41.66,1333,1331,1335,0.89,51.47,51.47,1647,1646,1648,0.49
4/12/23,9:27:45,62.09,62.25,1992,1987,1998,1.71,33.75,-36,41.63,41.66,1333,1330,1336,0.96,51.5,51.47,1647,1646,1649,0.94
4/12/23,9:28:00,62.28,62.28,1993,1986,2001,3,34,-36,41.63,41.66,1333,1331,1336,0.82,51.19,51.47,1647,1646,1649,0.56
4/12/23,9:28:15,62.22,62.31,1994,1986,1999,2.07,34,-36,41.56,41.66,1333,1331,1336,0.8,51.5,51.47,1647,1645,1649,0.93
4/12/23,9:28:30,62.09,62.34,1995,1986,2002,2.22,34,-36,41.59,41.66,1333,1331,1335,0.86,51.44,51.47,1647,1646,1648,0.58
4/12/23,9:28:45,62.25,62.38,1996,1990,2002,2.63,34,-36,41.59,41.66,1333,1330,1336,0.9,51.5,51.47,1647,1645,1649,0.78
4/12/23,9:29:00,62.16,62.41,1997,1988,2005,2.56,33.25,-36,41.56,41.63,1332,1331,1335,1.29,51.47,51.47,1647,1646,1648,0.61
4/12/23,9:29:15,62.22,62.38,1996,1989,2004,2.98,34,-36,41.63,41.66,1333,1330,1335,0.79,51.5,51.47,1647,1646,1649,1.1
4/12/23,9:29:30,62.28,62.41,1997,1991,2005,2.66,34,-36,41.59,41.63,1332,1329,1335,1.11,51.47,51.47,1647,1646,1649,0.63
4/12/23,9:29:45,62.41,62.44,1998,1992,2003,2.2,34,-36,41.56,41.63,1332,1330,1336,1.12,51.47,51.47,1647,1646,1649,0.92
4/12/23,9:30:00,62.41,62.44,1998,1994,2004,2.23,33.75,-36,41.56,41.63,1332,1330,1334,1.05,51.5,51.47,1647,1646,1649,0.7
4/12/23,9:30:15,62.34,62.47,1999,1994,2005,2.37,34,-36,41.56,41.63,1332,1330,1335,1.05,51.47,51.47,1647,1646,1649,1.06
4/12/23,9:30:30,62.25,62.47,1999,1992,2007,2.57,34,-36,41.59,41.63,1332,1329,1334,0.94,51.47,51.47,1647,1646,1649,0.76
4/12/23,9:30:45,62.31,62.53,2001,1994,2010,2.53,34,-36,41.56,41.63,1332,1330,1335,0.84,51.47,51.47,1647,1646,1649,0.62
4/12/23,9:31:00,62.34,62.5,2000,1994,2005,2.41,34,-36,41.56,41.63,1332,1329,1334,0.81,51.5,51.47,1647,1646,1649,0.84
4/12/23,9:31:15,62.44,62.53,2001,1994,2008,2.54,34,-36,41.56,41.63,1332,1329,1334,0.83,51.47,51.47,1647,1646,1650,1.06
4/12/23,9:31:30,62.47,62.53,2001,1996,2007,2.04,34,-36,41.56,41.59,1331,1330,1334,1.15,51.47,51.47,1647,1647,1649,0.89
4/12/23,9:31:45,62.38,62.53,2001,1996,2007,2.22,34,-36,41.56,41.63,1332,1329,1334,0.85,51.28,51.47,1647,1646,1650,1.15
4/12/23,9:32:00,62.41,62.53,2001,1995,2009,2.41,34,-36,41.56,41.59,1331,1330,1334,1.04,51.47,51.47,1647,1647,1649,0.9
4/12/23,9:32:15,62.41,62.53,2001,1996,2009,2.3,34,-36,41.56,41.59,1331,1329,1334,1.11,51.53,51.5,1648,1646,1650,0.79
4/12/23,9:32:30,62.34,62.53,2001,1993,2008,2.51,34,-36,41.53,41.59,1331,1328,1334,0.95,51.5,51.47,1647,1647,1649,0.98
4/12/23,9:32:45,62.41,62.53,2001,1995,2007,2.39,33.25,-36,41.56,41.59,1331,1329,1334,1.03,51.5,51.5,1648,1646,1650,0.85
