"date_time","durafet_temp","v1","trisph","tk","st","eot","omegasph","diff","tempdiff","phdiff","diff_omegasph","logger","tolerance"
2022-12-16 16:54:05,20.0697996062476,0.09133,8.24942420961804,293.219799606248,0.058180418099582,-0.377856358306248,8.06433459283817,0.185089616779871,0,0,-0.00558032194819802,"real-arduino","-1"
